"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Food_Bars","Food_Beer","Food_Cafes","Food_Cocktails","Food_Coffee","Food_Dining","Food_Fine_Dining","Food_Food","Food_Restaurants","Food_Seafood","Food_Wineries"
"1136",24801704,"Victoria, London, England, United Kingdom",774,51.49514,-0.139731,-1.897608146,-2.220958856,-2.135738065,-2.223970296,-2.044114082,-1.666272387,-2.237445533,-1.948373224,-1.709359036,-2.20509875,-2.23744709
"1137",24801952,"Beach Cities, Los Angeles, California, United States of America",774,33.95473,-118.5463,-1.824225677,-2.220112852,-2.200209241,-2.267888372,-1.985616267,-1.537327044,-2.282114338,-1.698127128,-1.596866724,-2.296549237,-2.272623797
"1138",24802138,"Kaanapali, Lahaina, Hawaii, United States of America",774,20.94497,-156.6813,-1.913753282,-2.313691023,-2.27522483,-2.297211485,-2.145130765,-1.582412572,-2.31418986,-1.817303158,-1.642167588,-2.313670471,-2.325139824
"1139",24802386,"Warehouse District - Convention Center, New Orleans, Louisiana, United States of America",774,29.94581,-90.07146,-1.755438221,-2.241586935,-2.127282921,-2.212646441,-2.003412612,-1.552447955,-2.271425538,-1.794534848,-1.624071121,-2.2475836,-2.273395122
"1140",24803316,"Arc de Triomphe - Palais des Congres (17 arr.), Paris, France",774,48.88681,2.30643,-1.927635455,-2.198851202,-2.078300863,-2.201876461,-2.076513282,-1.77180096,-2.204536861,-2.008713187,-1.792313359,-2.204040153,-2.204537676
"1141",24803471,"Central Phoenix - Downtown, Arizona, United States of America",774,33.49536,-112.0801,-1.944942014,-2.111129167,-2.241613684,-2.256876907,-1.968963984,-1.673369678,-2.261885386,-1.851394305,-1.724586973,-2.261885386,-2.261885386
"1142",24803719,"Downtown Puerto Vallarta, Jalisco, Mexico",774,20.61222,-105.2272,-1.973077606,-2.203042273,-2.23855832,-2.262725715,-2.002799303,-1.698436456,-2.232026925,-1.984124312,-1.718220862,-2.260795811,-2.262725715
"1143",24803998,"Del Mar, California, United States of America",774,32.9594,-117.257,-1.919769224,-2.254315869,-2.214318799,-2.236137439,-2.09869684,-1.66717048,-2.254189729,-1.858090847,-1.716788877,-2.254315869,-2.254315869
"1144",24804060,"San Francisco International Airport (SFO), California, United States of America",774,37.5863,-122.325,-1.960976123,-2.248273498,-2.182054096,-2.250889029,-1.914267857,-1.52916919,-2.259895409,-1.79990434,-1.591825145,-2.26045026,-2.21697726
"1145",24804339,"Downtown St. Louis, Missouri, United States of America",774,38.62908,-90.20786,-1.7023913,-2.013783516,-2.208909657,-2.299452199,-2.02469506,-1.53069021,-2.31269204,-1.733675578,-1.592603507,-2.318606089,-2.276280455
"1146",24804556,"Dupont Circle, Washington, District of Columbia, United States of America",774,38.9119,-77.0439,-1.705142702,-2.211527486,-2.178901056,-2.26604205,-1.973141715,-1.415840301,-2.24510735,-1.82340696,-1.455590917,-2.251815631,-2.291519944
"1147",186000278,"Albany, GA, United States (ABY-Southwest Georgia Regional)",712,31.51315,-84.18964,-2.138613133,-2.189766424,-2.189766424,-2.189766424,-2.110521129,-1.889554957,-2.189766424,-2.061584343,-1.918815439,-2.189766424,-2.189766424
"1148",186000588,"Adelaide, SA, Australia (ADL)",712,-34.94059,138.5321,-1.901901535,-2.188632554,-2.102850539,-2.228090693,-2.077987211,-1.646899999,-2.22335555,-1.930950775,-1.692092935,-2.228857887,-2.229966764
"1149",186000898,"Alicante, Spain (ALC-Alicante Intl.)",712,38.28674,-0.55722,-1.738688822,-2.211879317,-2.137807674,-2.23214505,-2.127192926,-1.669669696,-2.243264482,-1.934980765,-1.703822954,-2.243264482,-2.243264482
"1150",186001239,"Stockholm, Sweden (ARN-Arlanda)",712,59.46024,17.95127,-1.941811145,-2.194192277,-2.178098531,-2.209425839,-2.041579861,-1.805120943,-2.21372266,-2.017340163,-1.843379155,-2.21372266,-2.21372266
"1151",186001425,"Athens, Greece (ATH-Eleftherios Venizelos)",712,37.93628,23.9171,-1.831436887,-2.225762432,-2.141015637,-2.222369061,-2.101212463,-1.593166927,-2.225333129,-1.900392051,-1.626510655,-2.229400578,-2.229645149
"1152",186001456,"Atlanta, GA, United States (ATL-Hartsfield-Jackson Atlanta Intl.)",712,33.74078,-84.44604,-1.911860958,-2.21134333,-2.192971824,-2.218805649,-2.052032803,-1.650970408,-2.22213335,-1.86215454,-1.703618628,-2.215493757,-2.225708456
"1153",186001580,"Austin, TX, United States (AUS-Austin-Bergstrom Intl.)",712,30.32131,-97.72893,-1.898460351,-2.186159525,-2.208166304,-2.222293082,-1.988113836,-1.714437745,-2.22412438,-1.850391713,-1.762509624,-2.223810472,-2.225980636
"1154",186001797,"Barranquilla, Colombia (BAQ-Ernesto Cortissoz Intl.)",712,10.88671,-74.77603,-2.002957459,-2.169216774,-2.166827474,-2.190824069,-2.124681393,-1.860428973,-2.190824069,-2.025787463,-1.900967182,-2.190824069,-2.190824069
"1155",186002169,"Belfast, Northern Ireland, UK (BFS-Belfast Intl.)",712,54.65168,-6.11774,-1.632594963,-2.240775487,-2.142739939,-2.181529996,-2.087764672,-1.57008513,-2.240521717,-1.710455312,-1.61317378,-2.244180807,-2.24429911
"1156",186002231,"Bridgetown, Barbados (BGI-Grantley Adams Intl.)",712,13.18674,-59.56868,-1.971175243,-2.210003846,-2.20769724,-2.202694317,-2.177399297,-1.74740163,-2.150667493,-1.815838799,-1.801547609,-2.210915014,-2.222747002
"1157",186002541,"Billings, MT, United States (BIL-Logan Intl.)",712,45.75524,-108.8552,-2.079483223,-2.181864112,-2.167201034,-2.196412477,-2.040699712,-1.800246406,-2.196412477,-2.037294316,-1.835682207,-2.196412477,-2.196412477
"1158",186002758,"Bangkok, Thailand (BKK-Suvarnabhumi Intl.)",712,13.71,100.6265,-1.93852021,-2.196766304,-2.211807653,-2.230900929,-2.160326794,-1.774010356,-2.240361269,-1.860186526,-1.822424957,-2.202717159,-2.235871842
"1159",186004494,"Christchurch, New Zealand (CHC-Christchurch Intl.)",712,-43.48896,172.5386,-2.072968189,-2.202245377,-2.15312219,-2.202245377,-2.142104427,-1.758729859,-2.201063976,-2.036931152,-1.788050357,-2.202245377,-2.202245377
"1160",186004711,"Chongqing, China (CKG-Jiangbei Intl.)",712,29.6245,106.5369,-2.083453775,-2.18750088,-2.18750088,-2.18750088,-2.18750088,-1.973693854,-2.18750088,-2.094699322,-1.976152594,-2.18750088,-2.18750088
"1161",186005269,"Cape Town, South Africa (CPT-Cape Town Intl.)",712,-34.06907,18.50614,-2.043848144,-2.20660841,-2.193801929,-2.203711028,-2.176106798,-1.873410796,-2.206559831,-2.01444717,-1.900506923,-2.203620967,-2.178907497
"1162",186005362,"Cartagena, Colombia (CTG-Rafael Nunez Intl.)",712,10.44571,-75.51658,-2.042192249,-2.208239581,-2.208785951,-2.208792063,-2.183674592,-1.869898359,-2.207807978,-1.916407635,-1.89971551,-2.180238684,-2.208792063
"1163",186005796,"Washington, DC, United States (DCA-Ronald Reagan Washington National)",712,38.97303,-77.18024,-1.852095502,-2.258501341,-2.202663314,-2.241760295,-1.992312612,-1.515872652,-2.280515251,-1.789509642,-1.557898888,-2.278446454,-2.283224081
"1164",186005827,"Delhi, India (DEL-Indira Gandhi Intl.)",712,28.5717,77.14153,-2.062279992,-2.196407188,-2.169462507,-2.199737089,-2.159260625,-1.782928177,-2.201209368,-1.832738298,-1.865461957,-2.201209368,-2.201209368
"1165",186005982,"Dakar, Senegal (DKR-Leopold Sedar Senghor Intl.)",712,14.74561,-17.49035,-2.098867138,-2.165242988,-2.186464456,-2.186464456,-2.186025628,-1.991999585,-2.186464456,-2.093912326,-2.009886534,-2.165242988,-2.186464456
"1166",186006137,"Marigot, Dominica (DOM-Melville Hall)",712,15.41539,-61.36781,-2.06537862,-2.205379232,-2.205379232,-2.205379232,-2.193071342,-1.837499097,-2.205379232,-1.857406575,-1.862868759,-2.205379232,-2.205379232
"1167",186006788,"Yerevan, Armenia (EVN-Zvartnots Intl.)",712,40.16159,44.40191,-2.098356229,-2.189735346,-2.189735346,-2.189735346,-2.129933637,-1.983937378,-2.189735346,-2.136884822,-1.994139238,-2.189735346,-2.189735346
"1168",186007253,"Flagstaff, AZ, United States (FLG-Flagstaff Pulliam Field)",712,35.13929,-111.6741,-2.051619059,-2.153835331,-2.205620485,-2.238321967,-1.876546728,-1.637446542,-2.247168854,-1.881040012,-1.68889016,-2.247394166,-2.247394166
"1169",186007780,"Guadalajara, Jalisco, Mexico (GDL-Don Miguel Hidalgo y Costilla Intl.)",712,20.63579,-103.3674,-2.06456987,-2.203410028,-2.194597345,-2.203498402,-2.120425851,-1.767473321,-2.203470144,-1.966222608,-1.795781585,-2.203498402,-2.203498402
"1170",186008276,"Grand Rapids, MI, United States (GRR-Gerald R. Ford Intl.)",712,42.96388,-85.69887,-2.07162341,-2.162412133,-2.205940442,-2.209745649,-2.045056698,-1.759494788,-2.209745649,-1.941344405,-1.84395951,-2.209745649,-2.209745649
"1171",186008462,"Columbus, MS, United States (GTR-Golden Triangle Regional)",712,33.45177,-88.58749,-2.121353166,-2.183074063,-2.170833486,-2.183074063,-2.180045897,-2.025596649,-2.183074063,-2.13412297,-2.031207592,-2.183074063,-2.183074063
"1172",186008896,"Hong Kong, Hong Kong (HKG-Hong Kong Intl.)",712,22.29289,114.0724,-1.980917352,-2.216447394,-2.157976759,-2.21814584,-2.074126356,-1.712781257,-2.23456058,-1.855009681,-1.750438879,-2.208559052,-2.235465936
"1173",186009206,"Kharkiv, Ukraine (HRK-Kharkiv Intl.)",712,49.92087,36.28141,-1.986934182,-2.197116959,-2.197116959,-2.197116959,-2.12011089,-1.821990661,-2.197116959,-1.95400888,-1.834296996,-2.197116959,-2.197116959
"1174",186009330,"Houston, TX, United States (IAH-George Bush Intercontinental)",712,29.97512,-95.38197,-1.953536623,-2.197111271,-2.199906399,-2.208523044,-2.047601784,-1.742528573,-2.214109025,-1.867751719,-1.782991644,-2.214563988,-2.216278607
"1175",186009485,"Irkutsk, Russia (IKT)",712,52.27311,104.356,-2.10455246,-2.183284426,-2.183284426,-2.183284426,-2.183284426,-2.033198385,-2.183284426,-2.088942157,-2.033198385,-2.183284426,-2.183284426
"1176",186009547,"Innsbruck, Austria (INN-Kranebitten)",712,47.25755,11.35151,-2.048055213,-2.207016222,-2.101493595,-2.211268305,-2.139494399,-1.845511145,-2.211268305,-2.075003384,-1.881120668,-2.211268305,-2.211268305
"1177",186009640,"Islamabad, Pakistan (ISB-Benazir Bhutto Intl.)",712,33.63265,73.10098,-2.149246011,-2.184592576,-2.184592576,-2.184592576,-2.184592576,-1.93696438,-2.184592576,-1.997400862,-2.008223605,-2.184592576,-2.184592576
"1178",186009857,"Jeddah, Saudi Arabia (JED-King Abdulaziz Intl.)",712,21.58529,39.17534,-2.121409031,-2.183061252,-2.149866531,-2.183061252,-2.168900415,-2.040820317,-2.183061252,-2.111337096,-2.044783543,-2.183061252,-2.183061252
"1179",186010105,"Yogyakarta, Indonesia (JOG-Adisucipto Intl.)",712,-7.785595,110.4371,-1.999085222,-2.206234238,-2.176954588,-2.206234238,-2.174937494,-1.793916345,-2.206234238,-1.860967615,-1.838287428,-2.206234238,-2.206234238
"1180",186010353,"Kaohsiung, Taiwan (KHH-Kaohsiung Intl.)",712,22.57089,120.3406,-2.131335785,-2.195144923,-2.17835372,-2.195144923,-2.108840943,-1.936188403,-2.195144923,-2.02214249,-1.977433239,-2.176083239,-2.195144923
"1181",186010601,"Kathmandu, Nepal (KTM-Tribhuvan Intl.)",712,27.69913,85.3567,-1.958539838,-2.044730232,-2.187548414,-2.21883913,-2.022405632,-1.83516437,-2.21883913,-1.893131754,-1.855443674,-2.21883913,-2.21883913
"1182",186011159,"Auburn, ME, United States (LEW-Auburn - Lewiston Municipal)",712,44.04904,-70.28732,-2.130253936,-2.194761175,-2.194761175,-2.194761175,-2.033512926,-1.803825423,-2.194761175,-1.986172678,-1.836328047,-2.180152904,-2.194761175
"1183",186011190,"Lexington, KY, United States (LEX-Blue Grass)",712,38.02179,-84.54309,-2.034169879,-2.139048126,-2.216048246,-2.218901152,-2.036982943,-1.795555096,-2.155351649,-1.997348317,-1.825127259,-2.218901152,-2.215328024
"1184",186012182,"Majuro, Marshall Islands (MAJ-Marshall Islands Intl.)",712,7.079474,171.2104,-2.179864504,-2.179864504,-2.179864504,-2.179864504,-2.179864504,-1.931980349,-2.179864504,-2.179864504,-2.179864504,-2.179864504,-2.179864504
"1185",186012306,"Mombasa, Kenya (MBA-Moi Intl.)",712,-4.032465,39.60274,-2.068578135,-2.209085657,-2.208973947,-2.209085657,-2.207927785,-1.94588715,-2.209085657,-1.748857872,-2.037246802,-2.177362688,-2.209085657
"1186",186012337,"Montego Bay, Jamaica (MBJ-Sir Donald Sangster Intl.)",712,18.25659,-77.62924,-1.856500922,-2.218184013,-2.23900932,-2.25863295,-2.208336414,-1.609386498,-2.247177408,-1.421154638,-1.718379317,-2.238216672,-2.272884309
"1187",186012368,"Saginaw, MI, United States (MBS-MBS Intl.)",712,43.46148,-83.91652,-2.00477689,-2.148433581,-2.2207973,-2.214145804,-1.989207739,-1.734998292,-2.220863605,-1.924405362,-1.796096401,-2.220863605,-2.220863605
"1188",186012492,"Muscat, Oman (MCT-Seeb Intl.)",712,23.63333,58.41182,-2.008976159,-2.203937631,-2.201302675,-2.207908443,-2.199139426,-1.77211171,-2.207908443,-1.829528123,-1.816732978,-2.135244106,-2.207908443
"1189",186012585,"Harrisburg, PA, United States (MDT-Harrisburg Intl.)",712,40.24771,-76.91857,-2.060778325,-2.185015038,-2.200348503,-2.208253034,-1.982546833,-1.783075325,-2.197360218,-1.9572686,-1.826991158,-2.208253034,-2.208253034
"1190",186012833,"Managua, Nicaragua (MGA-Augusto C. Sandino Intl.)",712,11.99516,-86.23368,-2.005330267,-2.200739266,-2.194020385,-2.200739266,-2.106851366,-1.751325374,-2.200739266,-1.868193081,-1.831030173,-2.200739266,-2.200739266
"1191",186013050,"Milwaukee, WI, United States (MKE-General Mitchell Intl.)",712,43.09537,-88.12576,-1.842201419,-2.137785714,-2.216226102,-2.237828526,-2.066545242,-1.665035117,-2.243121725,-1.906851666,-1.707477226,-2.242750257,-2.243194673
"1192",186013081,"Hoolehua, HI, United States (MKK-Molokai)",712,21.1503,-157.0054,-1.80579391,-2.215901909,-2.215901909,-2.215901909,-2.088175565,-1.787414451,-2.215901909,-2.041447616,-1.787414451,-2.215901909,-2.215901909
"1193",186013205,"Male, Maldives (MLE-Male Intl.)",712,3.672037,73.19182,-2.085727335,-2.211855334,-2.173058245,-2.199080275,-2.208030023,-1.882132969,-2.211308848,-1.812656708,-1.933169743,-2.19468312,-2.213461216
"1194",186013422,"Montpellier, France (MPL-Montpellier - Mediterranean)",712,43.57872,3.958605,-2.058567689,-2.193978066,-2.183023165,-2.193978066,-2.123308909,-1.915020974,-2.193978066,-2.089372546,-1.922231453,-2.193978066,-2.193978066
"1195",186013453,"Maputo, Mozambique (MPM-Maputo Intl.)",712,-25.92427,32.57398,-1.999747156,-2.19394521,-2.19394521,-2.19394521,-2.19394521,-1.80197731,-2.19394521,-1.951402763,-1.876501085,-2.168636669,-2.19394521
"1196",186013577,"Madison, WI, United States (MSN-Dane County Regional)",712,43.13676,-89.34641,-1.99557299,-2.061323439,-2.22562519,-2.225275224,-1.949129879,-1.786959418,-2.227638998,-1.893819625,-1.833858628,-2.227639023,-2.211940717
"1197",186013670,"Minsk, Belarus (MSQ-Minsk Intl.)",712,53.88942,27.88387,-2.105767227,-2.179208644,-2.179208644,-2.179208644,-2.179208644,-2.084731122,-2.179208644,-2.179208644,-2.085280374,-2.179208644,-2.179208644
"1198",186013887,"Vineyard Haven, MA, United States (MVY-Martha's Vineyard)",712,41.38947,-70.61169,-1.954577244,-2.243826893,-2.243826893,-2.243826893,-1.960406918,-1.616526072,-2.21933016,-1.961674286,-1.66611503,-2.243826893,-1.838367883
"1199",186014011,"Nadi, Fiji (NAN-Nadi Intl.)",712,-17.91516,177.4024,-1.950393521,-2.238458298,-2.197315775,-2.174093364,-2.176901579,-1.588446545,-2.245451083,-1.5765609,-1.65384204,-2.236330414,-2.268621338
"1200",186014538,"Jacksonville, NC, United States (OAJ-Albert J. Ellis)",712,34.68481,-77.43362,-2.112622871,-2.197064419,-2.197064419,-2.197064419,-2.093916669,-1.862760078,-2.197064419,-2.09786694,-1.897003299,-2.197064419,-2.197064419
"1201",186015406,"Paramaribo, Suriname (PBM-Johan Adolf Pengel Intl.)",712,5.618392,-55.20717,-2.141225017,-2.186050661,-2.186050661,-2.186050661,-2.134243111,-2.019821603,-2.186050661,-1.931142229,-2.019821603,-2.186050661,-2.186050661
"1202",186015964,"Pittsburgh, PA, United States (PIT-Pittsburgh Intl.)",712,40.47115,-80.00243,-1.956167157,-2.161579056,-2.215615923,-2.221199125,-1.963111799,-1.674387878,-2.22372436,-1.934200719,-1.719586303,-2.223142811,-2.22372436
"1203",186016243,"Porto Alegre, Brazil (POA-Salgado Filho Intl.)",712,-29.98979,-51.17691,-2.017101855,-2.184644925,-2.177135979,-2.184644925,-2.184644925,-1.947815999,-2.184644925,-2.178242016,-1.956253731,-2.184644925,-2.184644925
"1204",186017204,"Roanoke, VA, United States (ROA-Roanoke Regional)",712,37.3257,-79.9753,-2.07539733,-2.204907387,-2.19708233,-2.208950828,-2.03835093,-1.801912305,-2.206696719,-1.965660001,-1.836638577,-2.208950828,-2.208950828
"1205",186017514,"Saba, Bonaire, Sint Eustatius and Saba (SAB-Juancho E. Yrausquin)",712,17.64401,-63.21962,-2.159366015,-2.177199854,-2.177199854,-2.177199854,-2.177199854,-2.159365398,-2.177199854,-2.177199854,-2.159365398,-2.177199854,-2.177199854
"1206",186018103,"Grand Case, St. Martin (SFG-L'Esperance)",712,18.05205,-63.04789,-1.841925305,-2.251410677,-2.176121015,-2.215883062,-2.149823792,-1.519671904,-2.244825193,-1.712053005,-1.561284881,-2.270711472,-2.274781877
"1207",186018165,"Springfield, MO, United States (SGF-Springfield-Branson National)",712,37.1615,-93.24397,-2.075062721,-2.187263717,-2.209698809,-2.210676848,-2.038496298,-1.839148707,-2.210673491,-1.99764112,-1.886823921,-2.210676848,-2.210676848
"1208",186018475,"San Jose, CA, United States (SJC-Norman Y. Mineta San Jose Intl.)",712,37.37444,-121.9869,-1.995124107,-2.223407323,-2.199235467,-2.235002055,-1.98664476,-1.682993544,-2.23845643,-1.924789094,-1.759789122,-2.238768318,-2.23210276
"1209",186018785,"Sacramento, CA, United States (SMF-Sacramento Intl.)",712,38.61858,-121.4702,-1.994566109,-2.197342673,-2.2016248,-2.211574565,-1.98879706,-1.723466816,-2.209867938,-1.894917603,-1.772569437,-2.207361558,-2.216324213
"1210",186019095,"Malabo, Equatorial Guinea (SSG-Malabo Intl.)",712,3.506755,8.664891,-2.150084953,-2.175625838,-2.175625838,-2.175625838,-2.175625838,-2.158432792,-2.175625838,-2.175625838,-2.158432792,-2.175625838,-2.175625838
"1211",186019281,"Surabaya, Indonesia (SUB-Juanda)",712,-7.38391,112.7777,-2.08297715,-2.19038794,-2.175920232,-2.19038794,-2.177096173,-1.96120173,-2.19038794,-2.0414924,-1.977778932,-2.19038794,-2.19038794
"1212",186019312,"Suva, Fiji (SUV-Nausori)",712,-18.04582,178.5106,-2.029430276,-2.154691471,-2.200147992,-2.200147992,-2.177128279,-1.901485894,-2.193624951,-1.828799307,-2.016468186,-2.180019262,-2.200147992
"1213",186019653,"Sydney, NSW, Australia (SYD-Kingsford Smith Intl.)",712,-33.86609,151.0661,-1.929707353,-2.253539345,-2.107837727,-2.252549076,-2.08638203,-1.706468755,-2.26031339,-1.898399375,-1.757416531,-2.253003174,-2.224755829
"1214",186019901,"Santa Cruz de Tenerife, Spain (TFN-Tenerife North)",712,28.44461,-16.37364,-1.94305353,-2.204774368,-2.189231072,-2.204774368,-2.151174848,-1.847082908,-2.204774368,-1.938452492,-1.877323705,-2.204774368,-2.204774368
"1215",186019963,"Tegucigalpa, Honduras (TGU-Toncontin Intl.)",712,14.05978,-87.2196,-2.110323302,-2.179696782,-2.179696782,-2.179696782,-2.179696782,-2.007419177,-2.179696782,-2.064822008,-2.072931256,-2.179696782,-2.179696782
"1216",186020831,"Quito, Ecuador (UIO-Mariscal Sucre Intl.)",712,-0.029202,-78.62632,-2.057981272,-2.204219071,-2.187926728,-2.207490128,-2.161810007,-1.865443024,-2.207490128,-1.974412377,-1.897737594,-2.207490128,-2.207490128
"1217",186020986,"Ko Samui, Thailand (USM)",712,9.7355,99.978,-1.927255866,-2.133298587,-2.258093486,-2.237170019,-2.240080332,-1.825097865,-2.260761125,-1.899563871,-1.849686538,-2.133752218,-2.260761125
"1218",186021420,"Warsaw, Poland (WAW-Frederic Chopin)",712,52.16993,20.97203,-1.979432335,-2.202138478,-2.117778577,-2.209203078,-2.131011181,-1.803925388,-2.211259377,-1.998427355,-1.830121274,-2.211501296,-2.211501296
"1219",186021699,"Toronto, ON, Canada (YKZ-Toronto-Buttonville Municipal)",712,43.86095,-79.369,-1.985027798,-2.207534699,-2.22945302,-2.232558344,-1.985045065,-1.522681896,-2.230672173,-1.775050228,-1.571392737,-2.232558344,-2.232558344
"1220",186021792,"Quebec, QC, Canada (YQB-Jean Lesage Intl.)",712,46.82899,-71.26759,-1.999439638,-2.195961374,-2.187997562,-2.241165151,-1.978490034,-1.555271151,-2.242143652,-1.976917551,-1.587148626,-2.24481797,-2.246888486
"1221",186021823,"Regina, SK, Canada (YQR-Regina Intl.)",712,50.43367,-104.6556,-1.966570151,-2.220129908,-2.194281361,-2.227467879,-2.033245293,-1.55798055,-2.227467879,-1.867572516,-1.597668636,-2.227467879,-2.227467879
"1222",186021854,"Saint John, NB, Canada (YSJ)",712,45.19162,-66.42886,-2.094304649,-2.21157085,-2.21157085,-2.21157085,-2.048804438,-1.703209792,-2.209404622,-1.917084062,-1.786078321,-2.21157085,-2.21157085
"1223",186022009,"Saskatoon, SK, Canada (YXE-John G. Diefenbaker Intl.)",712,52.1702,-106.6896,-1.968821669,-2.15864351,-2.226497211,-2.227362074,-1.99637659,-1.541268976,-2.225576854,-1.808677358,-1.57720251,-2.230451042,-2.230451042
"1224",186026535,"Six Flags Over Texas, Arlington, Texas, United States of America",681,32.81478,-97.03831,-1.919870131,-2.17419182,-2.224302476,-2.23027252,-2.045840777,-1.698545252,-2.232249657,-1.847828011,-1.757644514,-2.237519617,-2.229114091
"1225",186026845,"Dallas Museum of Art, Dallas, Texas, United States of America",681,32.78667,-96.79962,-1.740043905,-2.21266652,-2.243558991,-2.245015158,-2.02818262,-1.535561488,-2.260068565,-1.779390015,-1.598448253,-2.266714956,-2.266719969
"1226",186027434,"University of Texas at Arlington, Arlington, Texas, United States of America",681,32.73058,-97.11456,-1.91086716,-2.185776707,-2.214458472,-2.221647377,-2.003201882,-1.717306539,-2.222048159,-1.908024206,-1.754328336,-2.22203988,-2.222048159
"1227",186028488,"Colorado State Capitol Building, Denver, Colorado, United States of America",681,39.73919,-104.9855,-1.789188922,-2.135813788,-2.123404412,-2.251479447,-1.93063088,-1.500318508,-2.269272677,-1.78742624,-1.561582243,-2.270640718,-2.271593448
"1228",186028891,"Denver Performing Arts Center, Denver, Colorado, United States of America",681,39.74347,-104.9985,-1.675339594,-2.089404888,-2.135473712,-2.262745919,-1.93158844,-1.41970015,-2.288518015,-1.742072162,-1.486436528,-2.291827949,-2.293090774
"1229",186029914,"Windsor Raceway, Windsor, Ontario, Canada",681,42.25619,-83.04613,-1.901765072,-2.23538852,-2.245709756,-2.250480627,-2.020712887,-1.670340012,-2.250480627,-1.946606321,-1.712106046,-2.250480627,-2.250330637
"1230",186030224,"Dublin Castle, Dublin, Ireland",681,53.34367,-6.267825,-1.502050961,-2.260191089,-2.234999376,-2.285219456,-2.057493152,-1.496240913,-2.29627353,-1.629165283,-1.558749945,-2.299698803,-2.301217923
"1231",186030286,"Kilmainham Gaol Historical Museum, Dublin, Ireland",681,53.34274,-6.310265,-1.497837418,-2.236584181,-2.212689276,-2.260251634,-2.042541106,-1.508548062,-2.270680648,-1.623400834,-1.572993879,-2.273909173,-2.275340565
"1232",186030317,"Leinster House, Dublin, Ireland",681,53.34071,-6.255325,-1.477644593,-2.249616616,-2.227541539,-2.278644246,-2.048214093,-1.49591446,-2.291602806,-1.641329759,-1.559771836,-2.295631987,-2.297420743
"1233",186031743,"Rosslyn Chapel (Collegiate Chapel of St. Matthew), Edinburgh, Scotland, United Kingdom",681,55.85595,-3.161435,-1.735701589,-2.246431497,-2.16961279,-2.233223285,-2.033762042,-1.581613173,-2.257202221,-1.781038622,-1.642889462,-2.259089259,-2.259089259
"1234",186032890,"Basilica of Santa Croce, Florence, Italy",681,43.76871,11.262,-1.857412424,-2.212603604,-2.179184761,-2.209830581,-2.040656775,-1.680571995,-2.21845108,-2.027221121,-1.728171289,-2.21845108,-2.217805466
"1235",186032921,"Santa Maria Novella Basilica and Museum, Florence, Italy",681,43.77467,11.24874,-1.85747595,-2.224066088,-2.090047039,-2.219997173,-2.041538954,-1.677408319,-2.228644578,-2.026950822,-1.72563557,-2.228644578,-2.228026635
"1236",186034564,"Tusayan Ruin and Museum, Grand Canyon, Arizona, United States of America",681,36.01295,-111.867,-1.745696571,-2.271270252,-2.271404483,-2.298683765,-1.743340926,-1.167208183,-2.268257916,-1.411357377,-1.22568243,-2.318382576,-2.318382576
"1237",186035959,"Noah Webster House, West Hartford, Connecticut, United States of America",681,41.74763,-72.74573,-2.016145251,-2.192710618,-2.226739962,-2.22679456,-1.941520394,-1.656532681,-2.22679456,-1.91030364,-1.698516996,-2.226300218,-2.22679456
"1238",186038160,"University of Hong Kong (HKU), Hong Kong, Hong Kong",681,22.2705,114.1383,-1.809808622,-2.24413837,-2.047681817,-2.25748023,-2.029376489,-1.632221691,-2.262496802,-1.891794263,-1.670618712,-2.158335096,-2.262496802
"1239",186038842,"Honolulu Zoo, Honolulu, Hawaii, United States of America",681,21.27051,-157.8182,-1.839990726,-2.326811062,-2.286941136,-2.313706324,-1.970960818,-1.479890701,-2.345902647,-1.821253305,-1.526699481,-2.330030584,-2.348683464
"1240",186039121,"Johnson Space Center - NASA, Webster, Texas, United States of America",681,29.56075,-95.08965,-1.91228341,-2.160550971,-2.216956402,-2.235701109,-1.984243559,-1.706971071,-2.240563516,-1.903201309,-1.745522342,-2.23334077,-2.20828133
"1241",186039555,"Lakewood Church, Houston, Texas, United States of America",681,29.72949,-95.43542,-1.744368845,-2.214794719,-2.231152788,-2.253008589,-1.99563287,-1.459290888,-2.253008589,-1.696942429,-1.488641428,-2.253008589,-2.253008589
"1242",186039648,"University of Houston, Houston, Texas, United States of America",681,29.72158,-95.3439,-1.921375081,-2.209122379,-2.215006377,-2.222289119,-2.051811809,-1.71437797,-2.230281062,-1.93958318,-1.753662729,-2.232631564,-2.232961712
"1243",186043802,"Jamaica College, Kingston, Jamaica",681,18.01792,-76.7564,-1.880420491,-2.244861726,-2.117045037,-2.239584885,-2.048035572,-1.478495168,-2.244861726,-1.470744125,-1.614640307,-2.244861726,-2.244861726
"1244",186045569,"Yasaka Shrine, Kyoto, Japan",681,35.00349,135.7785,-2.106836061,-2.246394763,-2.193241018,-2.246760911,-2.10586269,-1.598875571,-2.252875781,-1.847983409,-1.653433057,-2.254741048,-2.254741048
"1245",186047212,"Houses of Parliament, London, England, United Kingdom",681,51.49953,-0.12609,-1.676254304,-2.252645906,-2.083543051,-2.311912126,-1.966649617,-1.521098629,-2.337554943,-1.817475293,-1.559953799,-2.338089124,-2.338501125
