"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Business_Budget","Business_Business","Business_Conferences","Business_Port","Business_Resorts","Business_University"
"953",5675293,"Old Lyme, Connecticut, United States of America",557,41.36225,-72.32642,"North America",0.060308029,0.073289825,0.060308029,0.076368839,0.060308029,0.060308029
"954",5678672,"Calumet Park, Illinois, United States of America",557,41.66629,-87.64296,"North America",0.0690913,0.068289074,0.066663058,0.066663058,0.066663058,0.066663058
"955",5680377,"Hiawatha, Kansas, United States of America",557,39.86902,-95.54259,"North America",0.067060947,0.068644729,0.067060947,0.067060947,0.067060947,0.067060947
"956",5680408,"Holton, Kansas, United States of America",557,39.46315,-95.7421,"North America",0.066873404,0.066873404,0.066873404,0.066873404,0.066873404,0.066873404
"957",5680873,"Brandenburg, Kentucky, United States of America",557,37.96864,-86.15194,"North America",0.066762813,0.066762813,0.066762813,0.066762813,0.066762813,0.066762813
"958",5682299,"Sanford, Maine, United States of America",557,43.41304,-70.74285,"North America",0.095632977,0.077087726,0.065607901,0.065607901,0.065607901,0.065607901
"959",5683384,"Harwich, Massachusetts, United States of America",557,41.70414,-70.0641,"North America",0.064230214,0.076185539,0.060268635,0.060268635,0.060268635,0.064230214
"960",5684283,"Burton, Michigan, United States of America",557,43.00431,-83.60959,"North America",0.091679658,0.066133732,0.066133732,0.066133732,0.066133732,0.066133732
"961",5685678,"Caledonia, Minnesota, United States of America",557,43.61312,-91.44825,"North America",0.066713414,0.087104553,0.066713414,0.066713414,0.066713414,0.066713414
"962",5686918,"Durant, Mississippi, United States of America",557,33.11486,-89.88911,"North America",0.067071764,0.067071764,0.067071764,0.067071764,0.067071764,0.067071764
"963",5689522,"Three Forks, Montana, United States of America",557,45.85682,-111.5526,"North America",0.065267098,0.066830576,0.065267098,0.065267098,0.065267098,0.065267098
"964",5690979,"North Sutton, New Hampshire, United States of America",557,43.36205,-71.93851,"North America",0.066804188,0.066804188,0.066804188,0.066804188,0.066804188,0.066804188
"965",5691971,"Montclair, New Jersey, United States of America",557,40.82599,-74.21119,"North America",0.062369866,0.062369866,0.062369866,0.062369866,0.062369866,0.079630259
"966",5692684,"Taos Ski Valley, New Mexico, United States of America",557,36.62213,-105.4375,"North America",0.065566832,0.068322792,0.065566832,0.065566832,0.065566832,0.065566832
"967",5692932,"Bear Mountain, New York, United States of America",557,41.30282,-73.99968,"North America",0.060079832,0.064514465,0.060079832,0.064312417,0.060079832,0.060079832
"968",5693087,"Brewster, New York, United States of America",557,41.41116,-73.59528,"North America",0.099368431,0.124210539,0.049684216,0.049684216,0.049684216,0.049684216
"969",5693211,"Carle Place, New York, United States of America",557,40.75023,-73.61227,"North America",0.070246278,0.075866939,0.060741653,0.060741653,0.060741653,0.076492214
"970",5693428,"Clymer, New York, United States of America",557,42.05243,-79.66936,"North America",0.065655574,0.068209527,0.065655574,0.065655574,0.065655574,0.065655574
"971",5694265,"Harriman, New York, United States of America",557,41.30463,-74.14808,"North America",0.116661936,0.06620852,0.06620852,0.06620852,0.06620852,0.06620852
"972",5694451,"Kerhonkson, New York, United States of America",557,41.79148,-74.31213,"North America",0.0653227,0.067945307,0.0653227,0.0653227,0.066634003,0.0653227
"973",5694668,"Massapequa, New York, United States of America",557,40.67796,-73.45837,"North America",0.070083678,0.074761093,0.062836501,0.066041422,0.062836501,0.062836501
"974",5695846,"West Nyack, New York, United States of America",557,41.10001,-73.97171,"North America",0.066848457,0.13099914,0.063745875,0.063745875,0.063745875,0.063745875
"975",5697148,"Winterville, North Carolina, United States of America",557,35.52849,-77.4041,"North America",0.067071298,0.068665432,0.067071298,0.067071298,0.067071298,0.067071298
"976",5699318,"Lebanon, Oregon, United States of America",557,44.5225,-122.8995,"North America",0.072884755,0.062336844,0.062336844,0.062336844,0.062336844,0.068079301
"977",5701023,"Mifflinville, Pennsylvania, United States of America",557,41.0233,-76.28793,"North America",0.082502087,0.083873598,0.065658338,0.065658338,0.065658338,0.093865259
"978",5701271,"Oakland, Pittsburgh, Pennsylvania, United States of America",557,40.43917,-79.9621,"North America",0.100530367,0.081167282,0.059145061,0.05782612,0.05782612,0.279399844
"979",5701643,"St. Marys, Pennsylvania, United States of America",557,41.44963,-78.53582,"North America",0.061935433,0.086880893,0.061935433,0.075303103,0.061935433,0.07051608
"980",5702325,"Laurens, South Carolina, United States of America",557,34.49299,-82.04858,"North America",0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786
"981",5704185,"Muleshoe, Texas, United States of America",557,34.10258,-102.8308,"North America",0.067071298,0.067071298,0.067071298,0.067071298,0.067071298,0.067071298
"982",5704309,"Pearsall, Texas, United States of America",557,28.87475,-99.10655,"North America",0.06669061,0.075184725,0.06669061,0.06669061,0.06669061,0.06669061
"983",5704526,"Seminole, Texas, United States of America",557,32.69225,-102.7075,"North America",0.066766999,0.069796843,0.066766999,0.066766999,0.066766999,0.066766999
"984",5704619,"Snyder, Texas, United States of America",557,32.99492,-100.8557,"North America",0.066862795,0.082802683,0.062711663,0.067196886,0.062711663,0.07186728
"985",5704991,"Loa, Utah, United States of America",557,38.40632,-111.6514,"North America",0.067092413,0.067092413,0.067092413,0.067092413,0.067092413,0.067092413
"986",5705177,"Tremonton, Utah, United States of America",557,41.6857,-112.2721,"North America",0.066629406,0.068586474,0.061929323,0.061929323,0.061929323,0.061929323
"987",5706045,"Northfield, Vermont, United States of America",557,44.14887,-72.67542,"North America",0.06674434,0.052860543,0.052860543,0.052860543,0.052860543,0.073309792
"988",5706262,"Putney, Vermont, United States of America",557,43.02615,-72.53223,"North America",0.066666632,0.066666632,0.066666632,0.066666632,0.066666632,0.073274298
"989",5708277,"Goldendale, Washington, United States of America",557,45.89631,-120.8071,"North America",0.090318729,0.077732955,0.062806986,0.069991509,0.062806986,0.069991509
"990",5708587,"Republic, Washington, United States of America",557,48.6324,-118.6708,"North America",0.06671925,0.06671925,0.06671925,0.06671925,0.06671925,0.06671925
"991",5710075,"Ephraim, Wisconsin, United States of America",557,45.15985,-87.16079,"North America",0.066353904,0.068758409,0.066353904,0.066631287,0.066353904,0.066353904
"992",5710509,"Mishicot, Wisconsin, United States of America",557,44.27376,-87.63875,"North America",0.065951507,0.067475898,0.065951507,0.065951507,0.065951507,0.065951507
"993",5711656,"Anaheim Hills, California, United States of America",557,33.85003,-117.7719,"North America",0.087409559,0.114625164,0.057096337,0.065244839,0.057096337,0.057096337
"994",15504556,"Baldwin, Wisconsin, United States of America",557,44.96416,-92.37587,"North America",0.066662516,0.069749889,0.066662516,0.066662516,0.066662516,0.066662516
"995",15504959,"Muszyna, Poland",557,49.35673,20.89623,"Europe",0.066654912,0.069391638,0.066654912,0.066654912,0.066654912,0.066654912
"996",15506509,"Ouro Preto (and vicinity), Brazil",464,-20.37669,-43.60238,"South America",0.064838302,0.066887902,0.064838302,0.064838302,0.064838302,0.095824027
"997",15506602,"Ubatuba, Brazil",557,-23.42776,-45.04036,"South America",0.063083403,0.065912257,0.063083403,0.063083403,0.063083403,0.063083403
"998",15506788,"Marilia, Brazil",557,-22.14112,-49.97248,"South America",0.065552339,0.076562523,0.065552339,0.065552339,0.065552339,0.065552339
"999",15507315,"San Bernardino, Paraguay",557,-25.32854,-57.27533,"South America",0.066951245,0.069984305,0.066951245,0.066951245,0.066951245,0.066951245
"1000",15508741,"Mayrhofen (Tirol), Austria",774,47.08461,11.86722,"Europe",0.065062474,0.067768102,0.065062474,0.065062474,0.065062474,0.065062474
"1001",15512926,"Concarneau, France",557,47.89281,-3.909168,"Europe",0.066097277,0.066097277,0.066097277,0.066097277,0.066097277,0.066097277
"1002",15515065,"Nans-les-Pins, France",557,43.37964,5.784974,"Europe",0.066970688,0.070023191,0.066970688,0.066970688,0.066970688,0.066970688
"1003",15516677,"Tremolat, France",557,44.87502,0.834126,"Europe",0.066951245,0.069984305,0.066951245,0.066951245,0.066951245,0.066951245
"1004",15519467,"Lido di Camaiore, Camaiore, Italy",557,43.90366,10.23037,"Europe",0.064672605,0.068029061,0.064672605,0.064672605,0.064672605,0.064672605
"1005",15519653,"Faenza, Italy",557,44.29741,11.91097,"Europe",0.066427329,0.071140419,0.066427329,0.066427329,0.066427329,0.066427329
"1006",15519901,"La Petite-Pierre, France",557,48.86594,7.327789,"Europe",0.066857632,0.06979708,0.066857632,0.066857632,0.066857632,0.066857632
"1007",15520955,"Brunico, Italy",557,46.79087,11.94937,"Europe",0.065365572,0.06681296,0.065365572,0.065365572,0.065365572,0.065365572
"1008",15521730,"Smugglers Notch, Vermont, United States of America",557,44.58483,-72.79121,"North America",0.061994135,0.071553013,0.061994135,0.061994135,0.061994135,0.074676475
"1009",15522908,"Camps Bay, Cape Town, South Africa",774,-33.95104,18.37976,"Africa",0.075459279,0.07636794,0.058078038,0.083693208,0.058078038,0.062825637
"1010",15524799,"Deer Valley, Park City, Utah, United States of America",774,40.63412,-111.488,"North America",0.062359393,0.075994028,0.058368713,0.058368713,0.058368713,0.058368713
"1011",18633479,"Magelang, Indonesia",557,-7.477722,110.2195,"Asia",0.06625021,0.067527186,0.06625021,0.06625021,0.06625021,0.06625021
"1012",18634471,"Uvita, Costa Rica",557,9.172442,-83.74168,"South America",0.061799431,0.062491137,0.061799431,0.061799431,0.061799431,0.061799431
"1013",18635339,"Vicchio, Italy",557,43.96035,11.49491,"Europe",0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054
"1014",18642283,"Cortona, Italy",557,43.26075,11.99519,"Europe",0.064269262,0.067816934,0.064269262,0.064269262,0.064269262,0.064269262
"1015",18654683,"Newark (and vicinity), New Jersey, United States of America",464,40.71188,-74.173376,"North America",0.0995106,0.150603272,0.054780211,0.057716005,0.052241326,0.056327168
"1016",18654807,"Syracuse (and vicinity), New York, United States of America",464,43.090467,-76.135391,"North America",0.085009602,0.096134457,0.059016961,0.056483527,0.056483527,0.107949175
"1017",18655799,"Sinton, Texas, United States of America",557,28.03636,-97.51371,"North America",0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772
"1018",18656791,"Trussville, Alabama, United States of America",557,33.65121,-86.56581,"North America",0.063027573,0.073750194,0.063027573,0.063027573,0.063027573,0.063027573
"1019",18658496,"Soest, Germany",557,51.56572,8.084868,"Europe",0.06680606,0.06833045,0.06680606,0.06680606,0.06680606,0.06680606
"1020",18662557,"Ladispoli, Italy",557,41.95325,12.09665,"Europe",0.065284468,0.067786032,0.065284468,0.065284468,0.065284468,0.065284468
"1021",18664200,"Matera, Italy",557,40.66965,16.5794,"Europe",0.065076274,0.071163239,0.065076274,0.065076274,0.065076274,0.065076274
"1022",18664262,"Otepaa, Estonia",557,58.05134,26.50961,"Europe",0.06293882,0.068143087,0.06293882,0.06293882,0.06293882,0.06293882
"1023",18664789,"Leola, Pennsylvania, United States of America",557,40.09038,-76.18502,"North America",0.059997298,0.075850074,0.059997298,0.059997298,0.059997298,0.059997298
"1024",18665440,"Sawai Madhopur, India",557,26.00067,76.36105,"Asia",0.065486639,0.071558899,0.065486639,0.065486639,0.065486639,0.065486639
"1025",18669067,"Huizen, Netherlands",557,52.29368,5.233578,"Europe",0.066357113,0.067826405,0.066357113,0.066357113,0.066357113,0.066357113
"1026",18669129,"Grafton, Wisconsin, United States of America",557,43.32997,-87.92962,"North America",0.062672215,0.089581591,0.062563113,0.06489136,0.062563113,0.068834462
"1027",18669780,"Civitavecchia, Italy",557,42.11465,11.80788,"Europe",0.068203424,0.066247288,0.062080534,0.185389715,0.062080534,0.062080534
"1028",18670214,"Suzdal, Russia",557,56.39923,40.49009,"Europe",0.06625128,0.072023286,0.06625128,0.06625128,0.06625128,0.06625128
"1029",18670369,"Glendale, Utah, United States of America",557,37.34974,-112.6245,"North America",0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306
"1030",18670617,"Fulford, York, England, United Kingdom",557,53.92894,-1.065306,"Europe",0.068465723,0.062763373,0.062025024,0.062025024,0.062025024,0.092246108
"1031",18671051,"Copper Mountain, Colorado, United States of America",774,39.48062,-106.1594,"North America",0.065303321,0.086784605,0.060425699,0.060093675,0.060093675,0.060093675
"1032",18671609,"Horumersiel, Wangerland, Germany",557,53.68543,8.01178,"Europe",0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093
"1033",18671733,"St. Kitts, St. Kitts and Nevis",774,17.3295,-62.75636,"South America",0.059732516,0.076068771,0.053984673,0.059487863,0.065388808,0.056805056
"1034",18672260,"Tulsa (and vicinity), Oklahoma, United States of America",464,36.11443,-95.88938,"North America",0.073832238,0.11310482,0.066922733,0.063391677,0.061443289,0.066018775
"1035",18674678,"Lins, Brazil",557,-21.64786,-49.68455,"South America",0.060606061,0.181818182,0.060606061,0.060606061,0.060606061,0.060606061
"1036",18675763,"Boncelles, Seraing, Belgium",557,50.57036,5.533423,"Europe",0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594
"1037",18676476,"Gorman, Lebec, California, United States of America",557,34.79596,-118.8525,"North America",0.072072565,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447
"1038",18677716,"Exmouth, Western Australia, Australia",557,-21.94507,114.1225,"Australia",0.065734368,0.067086536,0.064729991,0.064729991,0.064729991,0.064729991
"1039",18677747,"Nenagh, Ireland",557,52.86557,-8.211867,"Europe",0.064480735,0.077131358,0.064480735,0.064480735,0.064480735,0.064480735
"1040",18679762,"Snowflake, Arizona, United States of America",557,34.59212,-110.0064,"North America",0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062
"1041",18680723,"Terrasini, Italy",557,38.11992,13.07969,"Europe",0.065828128,0.066967859,0.065828128,0.065828128,0.065828128,0.065828128
"1042",18680785,"Scopello, Castellammare Del Golfo, Italy",557,38.06169,12.8241,"Europe",0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973
"1043",18681498,"Conil de la Frontera, Spain",557,36.30566,-6.082437,"Europe",0.065158213,0.066487381,0.065158213,0.065158213,0.065822797,0.065158213
"1044",18682366,"Ibiza Island, Spain",464,38.909915,1.40899,"Europe",0.087691687,0.061329388,0.058542266,0.078096397,0.063914655,0.058542266
"1045",18682490,"Lake Balaton, Hungary",464,46.790718,17.204514,"Europe",0.062332615,0.064567316,0.062332615,0.089125879,0.061863243,0.061525234
"1046",18682521,"Poconos (area), Pennsylvania, United States of America",464,41.079796,-75.31295,"North America",0.086073902,0.068885917,0.056095392,0.071834227,0.05801243,0.059195549
"1047",18682800,"Oberried, Germany",557,47.90596,7.960257,"Europe",0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057
"1048",18684412,"Sarasota (and vicinity), Florida, United States of America",464,27.341284,-82.54704,"North America",0.070320553,0.078633491,0.056463385,0.06960948,0.054820583,0.057973169
"1049",18684722,"Fort Myers (and vicinity), Florida, United States of America",464,26.546977,-81.883901,"North America",0.078258568,0.085609378,0.055512539,0.059090723,0.054306274,0.058218667
"1050",18685621,"Wenona, Illinois, United States of America",557,41.04331,-89.05321,"North America",0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764
"1051",18685714,"Yorkville, Illinois, United States of America",557,41.60989,-88.43422,"North America",0.072070396,0.094346497,0.06126101,0.06126101,0.06126101,0.06126101
"1052",18689620,"Long Island, New York, United States of America",464,40.801043,-73.423501,"North America",0.07696891,0.091254521,0.056292565,0.071633343,0.055592553,0.061612364
"1053",18691356,"Hjo, Sweden",557,58.27407,14.18759,"Europe",0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381
"1054",18692100,"Centennial, Colorado, United States of America",557,39.59904,-104.788,"North America",0.088626559,0.114089318,0.06853961,0.058781119,0.058781119,0.07358661
"1055",18692410,"Knoxville (and vicinity), Tennessee, United States of America",464,35.94582,-83.98867,"North America",0.084389066,0.10098359,0.063510997,0.061349474,0.061317402,0.08420822
"1056",18692565,"Virginia Beach, Virginia, United States of America",774,36.81945,-76.06079,"North America",0.08459019,0.08226032,0.062036637,0.058777475,0.05532151,0.057970303
"1057",18692596,"Montgomery (and vicinity), Alabama, United States of America",464,32.363685,-86.221493,"North America",0.066586548,0.105686975,0.060989271,0.060325902,0.060325902,0.063032314
"1058",18692627,"Mobile (and vicinity), Alabama, United States of America",464,30.678779,-88.124348,"North America",0.081401677,0.104484976,0.064682592,0.066041544,0.062386101,0.073511996
"1059",18692782,"Stockton (and vicinity), California, United States of America",464,37.98385,-121.30445,"North America",0.074843243,0.10035654,0.063714232,0.071710491,0.061994302,0.090772155
"1060",18693030,"Jacksonville (and vicinity), Florida, United States of America",464,30.312218,-81.598498,"North America",0.083074135,0.128085963,0.064209423,0.061880949,0.057244139,0.06255353
"1061",18693061,"Boise (and vicinity), Idaho, United States of America",464,43.593446,-116.216179,"North America",0.085924234,0.112325476,0.066526407,0.05959349,0.05959349,0.070250801
"1062",18695200,"Bunnik, Netherlands",557,52.06194,5.184738,"Europe",0.06671195,0.088378342,0.06671195,0.06671195,0.06671195,0.06671195
"1063",18695541,"Gulf Shores (and vicinity), Alabama, United States of America",464,30.273291,-87.682786,"North America",0.087032933,0.074521599,0.058549935,0.055999929,0.055999929,0.057832915
"1064",18695696,"Cork (county), Ireland",464,51.896371,-8.484922,"Europe",0.062283581,0.082045931,0.058194973,0.082122301,0.057699274,0.060380093
"1065",18696316,"Novo Hamburgo, Brazil",557,-29.73538,-51.04996,"South America",0.066506176,0.076858143,0.066506176,0.066506176,0.066506176,0.066506176
"1066",18697866,"Certaldo, Italy",557,43.56345,11.08075,"Europe",0.087148552,0.063221433,0.060895228,0.060895228,0.060895228,0.060895228
"1067",18699385,"Northbridge, Perth, Western Australia, Australia",774,-31.9463,115.8555,"Australia",0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017
"1068",18699447,"Yermo, California, United States of America",557,34.91209,-116.8642,"North America",0.080827782,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586
"1069",18699850,"Sithonia, Greece",557,40.13977,23.82146,"Europe",0.064704517,0.069486918,0.064704517,0.064704517,0.065660998,0.064704517
"1070",18699881,"Annecy-le-Vieux, France",557,45.91935,6.162727,"Europe",0.065658066,0.066230459,0.064912067,0.064912067,0.064912067,0.064912067
"1071",18700098,"Ontario (and vicinity), California, United States of America",464,34.06875,-117.60471,"North America",0.096515395,0.132914312,0.065659042,0.05986902,0.059136769,0.064246587
"1072",18700935,"Saint-Jean-Pied-de-Port, France",557,43.16018,-1.235417,"Europe",0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535
"1073",18701524,"Baiersbronn, Germany",557,48.54092,8.327292,"Europe",0.065136194,0.066990966,0.065136194,0.065136194,0.065136194,0.065136194
"1074",18702082,"Gorges du Verdon, La Palud Sur Verdon, France",681,43.76226,6.37946,"Europe",0.065790261,0.066893892,0.065790261,0.065790261,0.065790261,0.065790261
"1075",24800681,"Logan International Airport (BOS), Massachusetts, United States of America",774,42.39755,-71.01808,"North America",0.084629227,0.115551137,0.05970738,0.14268308,0.053100678,0.074111961
"1076",24800898,"Magnificent Mile, Illinois, United States of America",774,41.89796,-87.6269,"North America",0.069082071,0.122806678,0.060454864,0.046897577,0.046923886,0.080961126
"1077",24801239,"Hollywood International Airport (FLL), Florida, United States of America",774,26.07148,-80.15225,"North America",0.109540792,0.122195241,0.073954628,0.284082881,0.053784554,0.058156739
"1078",24801456,"Poipu, Koloa, Hawaii, United States of America",774,21.88105,-159.4658,"North America",0.058716595,0.057192105,0.053957218,0.068502505,0.051330136,0.051519272
"1079",24801704,"Victoria, London, England, United Kingdom",774,51.49514,-0.139731,"Europe",0.073812143,0.090026376,0.058580637,0.05788325,0.05788325,0.058228461
"1080",24802138,"Kaanapali, Lahaina, Hawaii, United States of America",774,20.94497,-156.6813,"North America",0.05795156,0.072758797,0.048599665,0.072731919,0.04815975,0.047300329
"1081",24802386,"Warehouse District - Convention Center, New Orleans, Louisiana, United States of America",774,29.94581,-90.07146,"North America",0.073459066,0.115169354,0.076028372,0.063963055,0.053284989,0.061833745
"1082",24803316,"Arc de Triomphe - Palais des Congres (17 arr.), Paris, France",774,48.88681,2.30643,"Europe",0.079668737,0.088098837,0.065165757,0.063479172,0.062439918,0.062443869
"1083",24803471,"Central Phoenix - Downtown, Arizona, United States of America",774,33.49536,-112.0801,"North America",0.068510976,0.130527919,0.082124614,0.061476398,0.054716034,0.064195465
"1084",24803719,"Downtown Puerto Vallarta, Jalisco, Mexico",774,20.61222,-105.2272,"South America",0.084451477,0.063803744,0.054642953,0.054610265,0.057711822,0.054610265
"1085",24803998,"Del Mar, California, United States of America",774,32.9594,-117.257,"North America",0.060969326,0.084199003,0.059534991,0.060314993,0.055678065,0.060549612
"1086",24804060,"San Francisco International Airport (SFO), California, United States of America",774,37.5863,-122.325,"North America",0.13773729,0.13759156,0.060287861,0.067404937,0.054697083,0.059973206
"1087",24804339,"Downtown St. Louis, Missouri, United States of America",774,38.62908,-90.20786,"North America",0.069226342,0.098913322,0.072672588,0.048016877,0.048016877,0.052859985
"1088",24804556,"Dupont Circle, Washington, District of Columbia, United States of America",774,38.9119,-77.0439,"North America",0.079214399,0.138217355,0.090621528,0.051761799,0.051107244,0.06447338
"1089",186000278,"Albany, GA, United States (ABY-Southwest Georgia Regional)",712,31.51315,-84.18964,"North America",0.066595017,0.09701547,0.064600157,0.064600157,0.064600157,0.072715109
"1090",186000588,"Adelaide, SA, Australia (ADL)",712,-34.94059,138.5321,"Australia",0.090083282,0.094199465,0.074032772,0.060053364,0.058888872,0.060459919
"1091",186000898,"Alicante, Spain (ALC-Alicante Intl.)",712,38.28674,-0.55722,"Europe",0.069893336,0.082042223,0.057196512,0.101534641,0.057113072,0.058625918
"1092",186001239,"Stockholm, Sweden (ARN-Arlanda)",712,59.46024,17.95127,"Europe",0.072420785,0.100732656,0.070720235,0.066130051,0.06113323,0.062413769
"1093",186001425,"Athens, Greece (ATH-Eleftherios Venizelos)",712,37.93628,23.9171,"Europe",0.08857755,0.084381253,0.059735498,0.069255953,0.058932498,0.061089781
"1094",186001456,"Atlanta, GA, United States (ATL-Hartsfield-Jackson Atlanta Intl.)",712,33.74078,-84.44604,"North America",0.085123928,0.128325643,0.071754766,0.059875132,0.059470225,0.069324807
"1095",186001580,"Austin, TX, United States (AUS-Austin-Bergstrom Intl.)",712,30.32131,-97.72893,"North America",0.091937647,0.141757493,0.089636965,0.059441374,0.059418089,0.077345375
"1096",186001797,"Barranquilla, Colombia (BAQ-Ernesto Cortissoz Intl.)",712,10.88671,-74.77603,"South America",0.066333091,0.098795675,0.064443027,0.064443027,0.064443027,0.064443027
"1097",186002169,"Belfast, Northern Ireland, UK (BFS-Belfast Intl.)",712,54.65168,-6.11774,"Europe",0.098983815,0.117034292,0.063416599,0.057791386,0.056977172,0.084262022
"1098",186002231,"Bridgetown, Barbados (BGI-Grantley Adams Intl.)",712,13.18674,-59.56868,"South America",0.070329369,0.067144817,0.060271631,0.060633714,0.068677308,0.059968282
"1099",186002541,"Billings, MT, United States (BIL-Logan Intl.)",712,45.75524,-108.8552,"North America",0.074942039,0.089127904,0.064786559,0.063621982,0.0636191,0.065098561
"1100",186002758,"Bangkok, Thailand (BKK-Suvarnabhumi Intl.)",712,13.71,100.6265,"Asia",0.088757802,0.090643883,0.05767669,0.057695261,0.057379055,0.063512125
"1101",186004494,"Christchurch, New Zealand (CHC-Christchurch Intl.)",712,-43.48896,172.5386,"Australia",0.070587275,0.080416829,0.063135679,0.065729423,0.062770361,0.063118792
"1102",186004711,"Chongqing, China (CKG-Jiangbei Intl.)",712,29.6245,106.5369,"Asia",0.064938032,0.092651668,0.064938032,0.064938032,0.064938032,0.064938032
"1103",186005269,"Cape Town, South Africa (CPT-Cape Town Intl.)",712,-34.06907,18.50614,"Africa",0.076057539,0.082199442,0.064025231,0.073483511,0.062175095,0.062420458
"1104",186005362,"Cartagena, Colombia (CTG-Rafael Nunez Intl.)",712,10.44571,-75.51658,"South America",0.080467943,0.076336495,0.061831237,0.06519662,0.068708697,0.061831237
"1105",186005796,"Washington, DC, United States (DCA-Ronald Reagan Washington National)",712,38.97303,-77.18024,"North America",0.093365822,0.137299781,0.077230267,0.075470329,0.052091111,0.07154104
"1106",186005827,"Delhi, India (DEL-Indira Gandhi Intl.)",712,28.5717,77.14153,"Asia",0.077002368,0.097549167,0.063310439,0.064465586,0.063017974,0.062920278
"1107",186005982,"Dakar, Senegal (DKR-Leopold Sedar Senghor Intl.)",712,14.74561,-17.49035,"Africa",0.069264704,0.08880079,0.06531163,0.07037591,0.065093188,0.065093188
"1108",186006137,"Marigot, Dominica (DOM-Melville Hall)",712,15.41539,-61.36781,"South America",0.065742003,0.087128156,0.062319042,0.064815127,0.062319042,0.062319042
"1109",186006788,"Yerevan, Armenia (EVN-Zvartnots Intl.)",712,40.16159,44.40191,"Europe",0.066733484,0.076945979,0.06460478,0.06460478,0.06460478,0.06460478
"1110",186007253,"Flagstaff, AZ, United States (FLG-Flagstaff Pulliam Field)",712,35.13929,-111.6741,"North America",0.121613344,0.079718887,0.059532659,0.05657256,0.05657256,0.09680894
"1111",186007780,"Guadalajara, Jalisco, Mexico (GDL-Don Miguel Hidalgo y Costilla Intl.)",712,20.63579,-103.3674,"South America",0.067043186,0.093890409,0.062589517,0.062589517,0.062589517,0.064265598
"1112",186008276,"Grand Rapids, MI, United States (GRR-Gerald R. Ford Intl.)",712,42.96388,-85.69887,"North America",0.075454255,0.09913718,0.068641387,0.062143544,0.061695623,0.06979413
"1113",186008462,"Columbus, MS, United States (GTR-Golden Triangle Regional)",712,33.45177,-88.58749,"North America",0.068199541,0.083048196,0.065603338,0.065603338,0.065603338,0.075442366
"1114",186009206,"Kharkiv, Ukraine (HRK-Kharkiv Intl.)",712,49.92087,36.28141,"Europe",0.063515986,0.0927677,0.063515986,0.063515986,0.063515986,0.066629781
"1115",186009330,"Houston, TX, United States (IAH-George Bush Intercontinental)",712,29.97512,-95.38197,"North America",0.074584507,0.152342939,0.066944257,0.061758811,0.060774505,0.064910147
"1116",186009485,"Irkutsk, Russia (IKT)",712,52.27311,104.356,"Europe",0.065571569,0.082301355,0.065571569,0.065571569,0.065571569,0.070199326
"1117",186009547,"Innsbruck, Austria (INN-Kranebitten)",712,47.25755,11.35151,"Europe",0.068472261,0.078053519,0.061479694,0.061479694,0.061602814,0.061509075
"1118",186009640,"Islamabad, Pakistan (ISB-Benazir Bhutto Intl.)",712,33.63265,73.10098,"Asia",0.065374356,0.069531784,0.065374356,0.065374356,0.065374356,0.065374356
"1119",186009857,"Jeddah, Saudi Arabia (JED-King Abdulaziz Intl.)",712,21.58529,39.17534,"Asia",0.066122134,0.093322329,0.065605273,0.065605273,0.06589959,0.065605273
"1120",186010105,"Yogyakarta, Indonesia (JOG-Adisucipto Intl.)",712,-7.785595,110.4371,"Asia",0.070209351,0.079757444,0.062196474,0.062196474,0.062562144,0.062196474
"1121",186010353,"Kaohsiung, Taiwan (KHH-Kaohsiung Intl.)",712,22.57089,120.3406,"Asia",0.079404678,0.085423384,0.063805053,0.07070889,0.063805053,0.063805053
"1122",186010601,"Kathmandu, Nepal (KTM-Tribhuvan Intl.)",712,27.69913,85.3567,"Asia",0.068485779,0.074270863,0.060417238,0.089451562,0.060417238,0.064584894
"1123",186011159,"Auburn, ME, United States (LEW-Auburn - Lewiston Municipal)",712,44.04904,-70.28732,"North America",0.070531106,0.086907056,0.067807404,0.064329645,0.063861457,0.080037316
"1124",186011190,"Lexington, KY, United States (LEX-Blue Grass)",712,38.02179,-84.54309,"North America",0.087714006,0.100572892,0.071676791,0.060408611,0.060408611,0.078645394
"1125",186012182,"Majuro, Marshall Islands (MAJ-Marshall Islands Intl.)",712,7.079474,171.2104,"Australia",0.066089961,0.066089961,0.066089961,0.066089961,0.066089961,0.066089961
