"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Activity_Adventure","Activity_Biking","Activity_Birdwatching","Activity_Boating","Activity_Camping","Activity_Cave_Exploring","Activity_Dancing","Activity_Diving","Activity_Ecotourism","Activity_Excursions","Activity_Ferry","Activity_Fishing","Activity_Horseracing","Activity_Horseback_Riding","Activity_Hunting","Activity_Iceskating","Activity_Kayaking","Activity_Kitesurfing","Activity_Rafting","Activity_Rockclimbing","Activity_Rowing","Activity_Sailing","Activity_Segway_Tours","Activity_Shopping","Activity_Sightseeing","Activity_Skydiving","Activity_Sledding","Activity_Snorkeling","Activity_Snowtubing","Activity_Snowmobile_Riding","Activity_Snowshoeing","Activity_Stargazing","Activity_Surfing","Activity_Swimming","Activity_Walking","Activity_Waterskiing","Activity_Whalewatching","Activity_Windsurfing"
"806",5527919,"Vienna (and vicinity), Austria",464,48.204845,16.3684,"Europe",0.059343797,0.068751468,0.054471315,0.059518672,0.054471315,0.054471315,0.062514988,0.054525365,0.054849667,0.058748351,0.054579416,0.054525365,0.054471315,0.078025979,0.054471315,0.054471315,0.054687516,0.054471315,0.054579416,0.054471315,0.054525365,0.055336119,0.055714471,0.110469667,0.070780903,0.054687516,0.054525365,0.054525365,0.054471315,0.054471315,0.054525365,0.054471315,0.054741566,0.062297491,0.12665471,0.055336119,0.054471315,0.055011818
"807",5528229,"Amsterdam North, Amsterdam, Netherlands",774,52.40174,4.939899,"Europe",0.064396786,0.074570247,0.064396786,0.077026775,0.064396786,0.064396786,0.064396786,0.064396786,0.06673078,0.064396786,0.153238734,0.064996692,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.06673078,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.065161152,0.064396786,0.064396786,0.065563783
"808",5528260,"Zwanenburg, Netherlands",557,52.37347,4.734284,"Europe",0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.066392097,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.121917496,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.096373168,0.064922805,0.064922805,0.064922805
"809",5532259,"Schaerbeek, Brussels, Belgium",557,50.86366,4.384869,"Europe",0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.072915852,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.104679971,0.064069091,0.064069091,0.064069091
"810",5537467,"Giza, Egypt",557,30.02896,31.16666,"Africa",0.061575204,0.061955707,0.061575204,0.078961439,0.070656796,0.061575204,0.061865083,0.061575204,0.061575204,0.061578232,0.061955707,0.061575204,0.061575204,0.070656796,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.066598289,0.061575204,0.084258883,0.063218849,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.061575204,0.079834988,0.083449333,0.061955707,0.061955707,0.061575204
"811",5538459,"Masala, Kirkkonummi, Finland",557,60.15644,24.54277,"Europe",0.066654912,0.069391638,0.066654912,0.069391638,0.066654912,0.066654912,0.066654912,0.066654912,0.069391638,0.066654912,0.069391638,0.066654912,0.066654912,0.066654912,0.066654912,0.066654912,0.069391638,0.066654912,0.066654912,0.066654912,0.066654912,0.069391638,0.066654912,0.069391638,0.066654912,0.066654912,0.066654912,0.066654912,0.066654912,0.066654912,0.066654912,0.066654912,0.066654912,0.069391638,0.069391638,0.069391638,0.066654912,0.069391638
"812",5540133,"Marseille, France",557,43.28547,5.407868,"Europe",0.058771679,0.065085357,0.058587897,0.124793788,0.058587897,0.058587897,0.072932215,0.060425726,0.059139245,0.058587897,0.058587897,0.087073486,0.058587897,0.058587897,0.058587897,0.058587897,0.059506811,0.058587897,0.058587897,0.058587897,0.058587897,0.062095649,0.058955462,0.109934384,0.058629812,0.058587897,0.058587897,0.060977075,0.058587897,0.058587897,0.058587897,0.058587897,0.059323028,0.063461362,0.102945528,0.059506811,0.058587897,0.060609509
"813",5542272,"Mitte, Berlin, Germany",774,52.53201,13.36793,"Europe",0.05991706,0.074625967,0.054663861,0.067956021,0.089995027,0.054663861,0.115815234,0.055099522,0.055141109,0.061339833,0.054663861,0.054663861,0.054663861,0.054663861,0.054663861,0.054663861,0.054743403,0.054663861,0.054663861,0.054743907,0.054663861,0.061490833,0.056731933,0.124944034,0.081878819,0.054743403,0.054663861,0.054663861,0.054663861,0.054663861,0.054663861,0.054663861,0.054743403,0.077408806,0.139301873,0.054663861,0.054663861,0.054743403
"814",5542892,"Dachau, Germany",557,48.26834,11.43974,"Europe",0.065086097,0.065086097,0.065086097,0.065086097,0.102578354,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.066520818,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.066520818,0.096907163,0.065086097,0.065086097,0.065086097
"815",5543016,"Ismaning, Germany",557,48.24029,11.70492,"Europe",0.066466515,0.067990905,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515
"816",5543295,"Schwalbach am Taunus, Germany",557,50.15192,8.531521,"Europe",0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541
"817",5543698,"Niederrad, Frankfurt, Germany",774,50.08005,8.63847,"Europe",0.064647119,0.06902205,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.065740852,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.06872476,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.069457141,0.089229072,0.064647119,0.064647119,0.064647119
"818",5544473,"Giesing, Munich, Germany",557,48.11365,11.58232,"Europe",0.06396451,0.068632499,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.0781365,0.064179755,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.106410039,0.06396451,0.06396451,0.06396451
"819",5547015,"Ballygunge, Kolkata, India",557,22.5235,88.368,"Asia",0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.081076729,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.066758526,0.065562926,0.065562926,0.065562926,0.065562926
"820",5553928,"Yodogawa, Osaka, Japan",557,34.72815,135.4812,"Asia",0.065069485,0.066225421,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.087182882,0.069637303,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.067381357,0.084409092,0.065069485,0.065069485,0.065069485
"821",5554548,"Koto, Tokyo, Japan",557,35.63913,139.8122,"Asia",0.059809746,0.061616431,0.059809746,0.071158507,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.223049503,0.064751718,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.075775027,0.118385081,0.059809746,0.059809746,0.059809746
"822",5555478,"Machida, Japan",557,35.57602,139.4312,"Asia",0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.073396357,0.06607872,0.06607872,0.06607872,0.06607872,0.070673434,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.070673434,0.06607872,0.06607872,0.06607872,0.06607872
"823",5556594,"Nairobi Upper Hill, Nairobi, Kenya",557,-1.300335,36.81602,"Africa",0.065463941,0.065463941,0.065463941,0.065463941,0.066591245,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.079561101,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.080305351,0.065463941,0.065463941,0.065463941,0.065463941
"824",5558020,"Texcoco de Mora, Mexico, Estado de, Mexico",557,19.53722,-98.88818,"South America",0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.070142897,0.067030541,0.067030541,0.067030541,0.067030541
"825",5560345,"El Granada, Half Moon Bay, California, United States of America",557,37.50105,-122.4734,"North America",0.063904009,0.076026497,0.056433218,0.079159103,0.074816722,0.056433218,0.061852234,0.056433218,0.056433218,0.056433218,0.061852234,0.066475012,0.056433218,0.063168877,0.056433218,0.056433218,0.064639141,0.056433218,0.056433218,0.056433218,0.056433218,0.057903482,0.056433218,0.094511022,0.060750222,0.056433218,0.056433218,0.056433218,0.056433218,0.056433218,0.056433218,0.056433218,0.078423088,0.063968471,0.129666887,0.05716835,0.063168877,0.059373746
"826",5563383,"Jozefow, Poland",557,52.13575,21.21391,"Europe",0.065694198,0.067181408,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.067181408,0.065694198,0.065694198,0.065694198,0.065694198,0.067181408,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.067181408,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.079222903,0.065694198,0.065694198,0.065694198,0.065694198
"827",5565181,"Camden Town, London, England, United Kingdom",774,51.54515,-0.140778,"Europe",0.061302887,0.064015567,0.061302887,0.061729483,0.064741003,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.065951694,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.101933201,0.065997968,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.096120321,0.061302887,0.061302887,0.061302887
"828",5565212,"Holborn, London, England, United Kingdom",557,51.51716,-0.115896,"Europe",0.055007908,0.057490765,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.057446932,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.14753365,0.073097908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.167509715,0.055007908,0.055007908,0.055007908
"829",5565274,"East End, London, England, United Kingdom",557,51.51286,-0.056894,"Europe",0.06063374,0.062285027,0.060329722,0.060329722,0.060329722,0.060329722,0.060976756,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.091634664,0.066659232,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.120029417,0.060329722,0.060329722,0.060329722
"830",5565491,"Hammersmith, London, England, United Kingdom",557,51.49247,-0.227542,"Europe",0.060498748,0.06151926,0.060498748,0.060498748,0.060498748,0.060498748,0.062548148,0.060498748,0.06151926,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.19463742,0.063673568,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.063145204,0.100182732,0.060498748,0.060498748,0.060498748
"831",5565925,"Shoreditch, London, England, United Kingdom",557,51.52715,-0.077365,"Europe",0.068014817,0.068014817,0.063468328,0.068014817,0.063468328,0.063468328,0.069787833,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.069787833,0.068014817,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.068014817,0.063468328,0.063468328,0.063468328
"832",5566018,"Brent, England, United Kingdom",557,51.55851,-0.267026,"Europe",0.060304132,0.061200832,0.060304132,0.060304132,0.061764486,0.060304132,0.063093784,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.135642236,0.066175528,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.087525122,0.08578567,0.061200832,0.060304132,0.060304132
"833",5571722,"Poblenou, Barcelona, Spain",774,41.39961,2.202711,"Europe",0.059902302,0.069178292,0.057852702,0.061951902,0.057852702,0.057852702,0.057852702,0.061268702,0.057852702,0.057852702,0.057852702,0.057852702,0.057852702,0.057852702,0.057852702,0.057852702,0.059219102,0.057852702,0.057852702,0.057852702,0.057852702,0.062635102,0.057852702,0.15355551,0.069790019,0.059902302,0.057852702,0.060585502,0.057852702,0.057852702,0.057852702,0.057852702,0.062369978,0.077665694,0.114245922,0.059902302,0.057852702,0.061951902
"834",5571753,"Les Corts, Barcelona, Spain",774,41.38654,2.118925,"Europe",0.061849101,0.071477251,0.061849101,0.061849101,0.117945906,0.061849101,0.061849101,0.061849101,0.062460386,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.062460386,0.113050511,0.067375868,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.077452317,0.095329102,0.061849101,0.061849101,0.061849101
"835",5572249,"El Prat de Llobregat, Spain",557,41.30865,2.100285,"Europe",0.054040504,0.055297733,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.106550295,0.06836569,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.054040504,0.07991405,0.116450521,0.054040504,0.054040504,0.054040504
"836",5573117,"Martorell, Spain",557,41.47837,1.917331,"Europe",0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863
"837",5573303,"Chamartin, Madrid, Spain",774,40.47253,-3.683202,"Europe",0.064198118,0.066052889,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.088403561,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.069983878,0.072195158,0.064198118,0.064198118,0.064198118
"838",5573830,"Sodermalm, Stockholm, Sweden",774,59.31421,18.06093,"Europe",0.059562764,0.069710407,0.056717682,0.06795028,0.057110824,0.056717682,0.085304482,0.056717682,0.059101094,0.056717682,0.079353373,0.056717682,0.056717682,0.056717682,0.056717682,0.056717682,0.059101094,0.056717682,0.056717682,0.056717682,0.056717682,0.057512153,0.058306623,0.106864911,0.066203375,0.056717682,0.056717682,0.056717682,0.056717682,0.056717682,0.056717682,0.056717682,0.056717682,0.081521231,0.144035848,0.056717682,0.056717682,0.057512153
"839",5577643,"Haywards Heath, England, United Kingdom",557,51.02271,-0.12382,"Europe",0.065038599,0.067553057,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.066295828,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.06870131,0.068794019,0.065038599,0.065038599,0.065038599
"840",5577736,"Lionville, Exton, Pennsylvania, United States of America",557,40.05777,-75.65508,"North America",0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.071692689,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.078461253,0.064464751,0.064464751,0.064464751,0.064464751
"841",5578170,"Brooklyn, Baltimore, Maryland, United States of America",557,39.22777,-76.61606,"North America",0.062697494,0.062697494,0.062697494,0.06278924,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.073400721,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.07430819,0.062697494,0.062697494,0.062697494
"842",5578294,"Puerto Nuevo, Baja California Norte, Mexico",557,32.25043,-116.9268,"South America",0.061959441,0.061959441,0.061959441,0.068531137,0.061959441,0.061959441,0.075631735,0.061959441,0.061959441,0.061959441,0.061959441,0.082732334,0.061959441,0.089832933,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.122122274,0.069419317,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.107921077,0.061959441,0.068531137,0.061959441,0.082732334,0.061959441
"843",5578821,"South Fork, Colorado, United States of America",557,37.66252,-106.6261,"North America",0.073807676,0.064603181,0.062740289,0.067871316,0.062740289,0.062740289,0.074454901,0.067871316,0.062740289,0.067338923,0.062740289,0.090864486,0.062740289,0.062740289,0.067338923,0.062740289,0.068802761,0.062740289,0.079870148,0.063671735,0.062740289,0.062740289,0.062740289,0.062740289,0.062740289,0.062740289,0.063671735,0.067871316,0.063671735,0.073401395,0.068270369,0.062740289,0.062740289,0.063671735,0.068277597,0.062740289,0.062740289,0.062740289
"844",5579379,"Manarola, Riomaggiore, Italy",557,44.10714,9.731577,"Europe",0.065982324,0.067425533,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.067425533,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.079789218,0.065982324,0.065982324,0.065982324,0.067425533,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.079925979,0.065982324,0.065982324,0.065982324
"845",5579999,"Christchurch (and vicinity), New Zealand",464,-43.52654,172.628887,"Australia",0.073923011,0.072055314,0.057980652,0.077717957,0.057980652,0.057980652,0.057980652,0.057980652,0.059271474,0.057980652,0.063311404,0.064536107,0.062180601,0.068485882,0.057980652,0.057980652,0.064536107,0.057980652,0.058349458,0.057980652,0.063311404,0.068186847,0.058165055,0.097300271,0.068165365,0.06527372,0.057980652,0.057980652,0.057980652,0.058165055,0.058165055,0.057980652,0.070420069,0.077085478,0.101889219,0.058165055,0.068002443,0.058902668
"846",5580030,"Charleston (and vicinity), South Carolina, United States of America",464,32.790041,-79.965502,"North America",0.059039119,0.070120075,0.055264421,0.072033075,0.055796201,0.055264421,0.05772366,0.057026722,0.056145624,0.056042355,0.058713676,0.058193322,0.055264421,0.057656241,0.055327424,0.055264421,0.061293674,0.055264421,0.055969341,0.055264421,0.055440651,0.062075573,0.055793111,0.144401449,0.062181744,0.057907872,0.055264421,0.056850492,0.055264421,0.055264421,0.055440651,0.055264421,0.059076549,0.085703282,0.156074156,0.058612793,0.055264421,0.057555412
"847",5580061,"Cologne (and vicinity), Germany",464,50.940118,6.957741,"Europe",0.058652749,0.065670218,0.058652749,0.072132882,0.058652749,0.058652749,0.058971198,0.058768034,0.058768034,0.075785233,0.058652749,0.058768034,0.058652749,0.058998602,0.060582494,0.058652749,0.058652749,0.058652749,0.058652749,0.058652749,0.058652749,0.058883318,0.060036162,0.114730194,0.061675637,0.058652749,0.058652749,0.058652749,0.058652749,0.058652749,0.058768034,0.058652749,0.058652749,0.062820512,0.090088157,0.058768034,0.058652749,0.058652749
"848",5580309,"Jackson Hole (and vicinity), Wyoming, United States of America",464,43.480727,-110.76866,"North America",0.066423695,0.086541684,0.054693772,0.071989087,0.076449416,0.054693772,0.056131739,0.054693772,0.055614035,0.056815587,0.058204994,0.078299439,0.054693772,0.069368404,0.063673835,0.05500163,0.058849856,0.054693772,0.089989621,0.055309488,0.05500163,0.055617346,0.054847701,0.125719631,0.059869103,0.055761819,0.056079133,0.054693772,0.056233062,0.063133972,0.060844061,0.054693772,0.054847701,0.069755117,0.111359271,0.056079133,0.054693772,0.055309488
"849",5580836,"Sao Paulo (and vicinity), Brazil",464,-23.565021,-46.660398,"South America",0.06320414,0.067652709,0.06320414,0.064680799,0.06320414,0.06320414,0.06320414,0.06320414,0.063948718,0.06320414,0.06320414,0.064680799,0.06320414,0.063416877,0.06320414,0.06320414,0.063310509,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.102048262,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.081103354,0.078558431,0.06320414,0.06320414,0.06320414
"850",5580898,"Seville (province), Spain",464,37.387518,-5.989746,"Europe",0.063640017,0.075072522,0.062611084,0.063073132,0.063392137,0.062611084,0.064861021,0.062611084,0.06335036,0.062611084,0.062611084,0.062611084,0.062611084,0.064329668,0.062611084,0.062611084,0.06325795,0.062611084,0.062795903,0.063484547,0.062611084,0.062980722,0.063165541,0.086769392,0.07001703,0.063191693,0.062611084,0.062703494,0.062611084,0.062611084,0.062611084,0.062611084,0.062611084,0.079064704,0.109726667,0.062703494,0.062611084,0.062611084
"851",5581270,"Newport (and vicinity), Rhode Island, United States of America",464,41.491128,-71.31133,"North America",0.061090226,0.073181022,0.053676292,0.082150364,0.058933907,0.053676292,0.060741593,0.062491768,0.054645441,0.05368306,0.056348627,0.068130724,0.055985107,0.059920251,0.053676292,0.05373164,0.06147695,0.053676292,0.053676292,0.053676292,0.053676292,0.068194547,0.054645441,0.144467391,0.056877299,0.056906788,0.053676292,0.054645441,0.053676292,0.053676292,0.054322391,0.053676292,0.068347973,0.077409985,0.135826041,0.057229838,0.053676292,0.061164982
"852",5581766,"Steamboat Springs (ski area), Colorado, United States of America",464,40.45619,-106.8158,"North America",0.069823822,0.082734513,0.060928313,0.063514519,0.060928313,0.061135185,0.060928313,0.060928313,0.061755802,0.060928313,0.060928313,0.065144028,0.060928313,0.060928313,0.063415502,0.060928313,0.06692761,0.060928313,0.067341354,0.062376419,0.060928313,0.063203908,0.060928313,0.083889931,0.060928313,0.061342058,0.063203908,0.060928313,0.06423827,0.070343048,0.070515703,0.060928313,0.060928313,0.078341374,0.091593647,0.063617653,0.060928313,0.061135185
"853",5582076,"Cinque Terre, Italy",774,44.12726,9.697784,"Europe",0.060119419,0.06427906,0.059964996,0.074376856,0.059964996,0.059964996,0.06960347,0.066811003,0.060396402,0.059964996,0.067417801,0.076770659,0.059964996,0.059964996,0.059964996,0.059964996,0.060827808,0.059964996,0.059964996,0.059964996,0.059964996,0.061690621,0.059964996,0.07929084,0.059964996,0.059964996,0.059964996,0.061690621,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.074158324,0.105630045,0.059964996,0.059964996,0.060396402
"854",5582386,"Maui Island, Hawaii, United States of America",464,20.917456,-156.666922,"North America",0.062507206,0.071266026,0.048419289,0.07682892,0.053834469,0.048419289,0.054302095,0.074023676,0.048754876,0.056991887,0.048759403,0.06102165,0.048419289,0.048736732,0.048429278,0.048419289,0.053194273,0.053006403,0.054739801,0.048503186,0.053509784,0.057052905,0.049426051,0.149742107,0.050721835,0.05914343,0.048419289,0.121471322,0.048419289,0.048419289,0.048419289,0.048713092,0.080488823,0.124201934,0.110915597,0.051566038,0.098664814,0.060259802
"855",5582975,"Caribbean Coast, Costa Rica",464,9.738702,-82.850297,"South America",0.100432554,0.07288706,0.06280201,0.085244309,0.058565949,0.058565949,0.066329707,0.065864433,0.060121304,0.066828895,0.05887702,0.070861881,0.058565949,0.063231945,0.058565949,0.058565949,0.071025463,0.058565949,0.078412606,0.058565949,0.05887702,0.063686936,0.05887702,0.06816832,0.058565949,0.05887702,0.058565949,0.072956867,0.058565949,0.058565949,0.058565949,0.058565949,0.084910928,0.08058484,0.067484666,0.05887702,0.06280201,0.059188091
