"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Nature_Beach","Nature_Coral_Reefs","Nature_Countryside","Nature_Desert","Nature_Forests","Nature_Gardens","Nature_Glaciers","Nature_Hiking","Nature_Hilly","Nature_Hotsprings","Nature_Islands","Nature_Jungle","Nature_Lake","Nature_Mountains","Nature_Natural_Parks","Nature_Nature","Nature_Northern_lights","Nature_Rainforest","Nature_River","Nature_Safari","Nature_Scenery","Nature_Sea","Nature_Sharks","Nature_Skyscrapers","Nature_Sunnyweather","Nature_Sunrise","Nature_Sunsets","Nature_Tropical","Nature_Volcanoes","Nature_Waterfalls","Nature_Wildlife"
"1013",18635339,"Vicchio, Italy",557,43.96035,11.49491,"Europe",0.063593054,0.063593054,0.083224835,0.063593054,0.063593054,0.067635636,0.063593054,0.067635636,0.103522426,0.063593054,0.063593054,0.063593054,0.066205612,0.095821052,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.092205732,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054,0.063593054
"1014",18642283,"Cortona, Italy",557,43.26075,11.99519,"Europe",0.064712721,0.064269262,0.081028655,0.064269262,0.064269262,0.079793757,0.064269262,0.073138442,0.067006778,0.06515618,0.064269262,0.064269262,0.064575172,0.066448829,0.064712721,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262,0.070849806,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262,0.064269262
"1015",18654683,"Newark (and vicinity), New Jersey, United States of America",464,40.71188,-74.173376,"North America",0.060754597,0.052241326,0.052547174,0.052241326,0.058359697,0.080549974,0.052241326,0.061975076,0.056393263,0.052241326,0.059280471,0.052241326,0.059988082,0.056034142,0.052499636,0.076092736,0.052241326,0.052241326,0.073426165,0.05665302,0.057669886,0.060445837,0.052241326,0.055352584,0.052257435,0.052241343,0.056034142,0.052241326,0.052516174,0.056043029,0.063409432
"1016",18654807,"Syracuse (and vicinity), New York, United States of America",464,43.090467,-76.135391,"North America",0.056483527,0.056483527,0.057544591,0.056483527,0.056483527,0.057242026,0.056483527,0.05966672,0.056483527,0.056483527,0.065386287,0.056483527,0.072644587,0.0567831,0.056483527,0.086483609,0.056483527,0.056483527,0.05848745,0.056483527,0.057853394,0.056483527,0.056483527,0.056483527,0.056843668,0.056483527,0.056483527,0.056498488,0.056483527,0.058414169,0.060597797
"1017",18655799,"Sinton, Texas, United States of America",557,28.03636,-97.51371,"North America",0.068635554,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772,0.067051772
"1018",18656791,"Trussville, Alabama, United States of America",557,33.65121,-86.56581,"North America",0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.096091659,0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.077541427,0.063027573,0.063027573,0.063027573,0.063027573,0.063027573,0.077541427,0.063027573,0.063027573,0.063027573,0.063027573,0.077541427,0.077541427,0.063027573,0.063027573,0.063027573
"1019",18658496,"Soest, Germany",557,51.56572,8.084868,"Europe",0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06833045,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606,0.06680606
"1020",18662557,"Ladispoli, Italy",557,41.95325,12.09665,"Europe",0.1402073,0.065284468,0.06653525,0.065284468,0.065284468,0.067786032,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.078726491,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468,0.065284468
"1021",18664200,"Matera, Italy",557,40.66965,16.5794,"Europe",0.065777143,0.065076274,0.066478012,0.065076274,0.065076274,0.070387627,0.065076274,0.067178881,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.066478012,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274,0.065076274
"1022",18664262,"Otepaa, Estonia",557,58.05134,26.50961,"Europe",0.065540953,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.103658333,0.101056199,0.06293882,0.101056199,0.06293882,0.103658333,0.06293882,0.065540953,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882,0.06293882
"1023",18664789,"Leola, Pennsylvania, United States of America",557,40.09038,-76.18502,"North America",0.059997298,0.059997298,0.061531276,0.059997298,0.059997298,0.092574673,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298,0.059997298
"1024",18665440,"Sawai Madhopur, India",557,26.00067,76.36105,"Asia",0.066498682,0.065486639,0.066498682,0.065486639,0.065486639,0.070742705,0.065486639,0.066498682,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.067510725,0.071805987,0.065486639,0.065486639,0.065486639,0.065486639,0.11702881,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639,0.065486639
"1025",18669067,"Huizen, Netherlands",557,52.29368,5.233578,"Europe",0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.069295697,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.067826405,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113,0.066357113
"1026",18669129,"Grafton, Wisconsin, United States of America",557,43.32997,-87.92962,"North America",0.062563113,0.062563113,0.062563113,0.062563113,0.062563113,0.062563113,0.062563113,0.072600898,0.067117214,0.062563113,0.062563113,0.062563113,0.085218324,0.079878393,0.062563113,0.084432494,0.062563113,0.062563113,0.07894881,0.062563113,0.067117214,0.062563113,0.062563113,0.062563113,0.062563113,0.062563113,0.062563113,0.067347643,0.062563113,0.067117214,0.07894881
"1027",18669780,"Civitavecchia, Italy",557,42.11465,11.80788,"Europe",0.091570371,0.062080534,0.062080534,0.062080534,0.062080534,0.065654197,0.062080534,0.064760781,0.062921128,0.062080534,0.062080534,0.062080534,0.062080534,0.062638509,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.108659762,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534,0.062080534
"1028",18670214,"Suzdal, Russia",557,56.39923,40.49009,"Europe",0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.076549179,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128,0.06625128
"1029",18670369,"Glendale, Utah, United States of America",557,37.34974,-112.6245,"North America",0.064952306,0.064952306,0.066578323,0.064952306,0.064952306,0.121377817,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306,0.064952306
"1030",18670617,"Fulford, York, England, United Kingdom",557,53.92894,-1.065306,"Europe",0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.13869093,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.092278334,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024,0.062025024
"1031",18671051,"Copper Mountain, Colorado, United States of America",774,39.48062,-106.1594,"North America",0.060093675,0.060093675,0.060093675,0.064921081,0.064097922,0.064921081,0.060093675,0.103272673,0.066788576,0.064921081,0.060093675,0.060093675,0.080829876,0.135684136,0.060093675,0.087634183,0.060093675,0.060093675,0.074134974,0.060093675,0.064921081,0.070792824,0.060093675,0.060093675,0.060093675,0.060093675,0.064921081,0.060093675,0.060093675,0.064921081,0.064097922
"1032",18671609,"Horumersiel, Wangerland, Germany",557,53.68543,8.01178,"Europe",0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.069908002,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.069908002,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093,0.066913093
"1033",18671733,"St. Kitts, St. Kitts and Nevis",774,17.3295,-62.75636,"South America",0.301880405,0.053436909,0.056406077,0.053436909,0.078744454,0.078647338,0.053436909,0.068923814,0.067340421,0.053436909,0.218823029,0.087885455,0.053436909,0.069400913,0.055787457,0.053684414,0.053436909,0.075384248,0.080972986,0.059894862,0.08122351,0.130787398,0.053436909,0.053436909,0.060970589,0.053436909,0.064660206,0.086322504,0.078458578,0.065917138,0.053436909
"1034",18672260,"Tulsa (and vicinity), Oklahoma, United States of America",464,36.11443,-95.88938,"North America",0.061443289,0.061443289,0.062026788,0.061443289,0.061443289,0.067057439,0.061443289,0.068878193,0.064527661,0.061443289,0.061443289,0.061443289,0.061443289,0.065073812,0.061443289,0.061443289,0.061443289,0.061443289,0.06166882,0.061443289,0.061443289,0.061443289,0.062855195,0.061443472,0.061443289,0.061443289,0.061443289,0.061443301,0.061443289,0.061821537,0.061443289
"1035",18674678,"Lins, Brazil",557,-21.64786,-49.68455,"South America",0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061,0.060606061
"1036",18675763,"Boncelles, Seraing, Belgium",557,50.57036,5.533423,"Europe",0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594,0.066278594
"1037",18676476,"Gorman, Lebec, California, United States of America",557,34.79596,-118.8525,"North America",0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447,0.066495447
"1038",18677716,"Exmouth, Western Australia, Australia",557,-21.94507,114.1225,"Australia",0.084348459,0.064729991,0.067086536,0.064729991,0.064729991,0.065908263,0.064729991,0.067086536,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.065500103,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.090383137,0.076254453,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991,0.064729991
"1039",18677747,"Nenagh, Ireland",557,52.86557,-8.211867,"Europe",0.064480735,0.064480735,0.065882473,0.064480735,0.064480735,0.067284211,0.064480735,0.067284211,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735,0.064480735
"1040",18679762,"Snowflake, Arizona, United States of America",557,34.59212,-110.0064,"North America",0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062,0.066877062
"1041",18680723,"Terrasini, Italy",557,38.11992,13.07969,"Europe",0.080566848,0.065828128,0.065828128,0.065828128,0.065828128,0.066967859,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.066967859,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.087536222,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128,0.065828128
"1042",18680785,"Scopello, Castellammare Del Golfo, Italy",557,38.06169,12.8241,"Europe",0.067007056,0.065768973,0.067007056,0.065768973,0.065768973,0.070721307,0.065768973,0.069483223,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.06824514,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.120500259,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973,0.065768973
"1043",18681498,"Conil de la Frontera, Spain",557,36.30566,-6.082437,"Europe",0.104667684,0.065158213,0.067151965,0.065158213,0.065158213,0.095216681,0.065158213,0.06781655,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.067151965,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213,0.065158213
"1044",18682366,"Ibiza Island, Spain",464,38.909915,1.40899,"Europe",0.179297827,0.058542266,0.068651403,0.058542266,0.058542266,0.065578718,0.058542266,0.071049562,0.066824991,0.058606706,0.113871473,0.058542266,0.063163081,0.080340052,0.063227521,0.067513989,0.058542266,0.058542266,0.063171941,0.058542266,0.058542266,0.107094865,0.058542266,0.058542266,0.058542266,0.065273393,0.082667231,0.058911883,0.058542266,0.058542266,0.058542266
"1045",18682490,"Lake Balaton, Hungary",464,46.790718,17.204514,"Europe",0.085586155,0.061525234,0.069519698,0.061525234,0.06402188,0.074206919,0.061525234,0.079479673,0.064553551,0.061863243,0.062332615,0.061525234,0.115883338,0.072274745,0.062032247,0.070651157,0.061525234,0.061525234,0.062501619,0.061525234,0.063214499,0.077752095,0.061525234,0.061525234,0.061525234,0.061525234,0.061525234,0.061525234,0.095227015,0.061525234,0.068027473
"1046",18682521,"Poconos (area), Pennsylvania, United States of America",464,41.079796,-75.31295,"North America",0.063720878,0.054394171,0.065091068,0.054605693,0.054394171,0.0653961,0.056680736,0.092494754,0.054579692,0.054394171,0.058922259,0.055029902,0.083310265,0.095600152,0.055768977,0.061577511,0.054394171,0.054394171,0.070943744,0.054454798,0.058326626,0.071188602,0.054394171,0.062791386,0.054394171,0.054394171,0.054394171,0.054394947,0.054394171,0.067405566,0.054449093
"1047",18682800,"Oberried, Germany",557,47.90596,7.960257,"Europe",0.065257057,0.065257057,0.066726349,0.065257057,0.088847754,0.066726349,0.065257057,0.066726349,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.083786841,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057,0.065257057
"1048",18684412,"Sarasota (and vicinity), Florida, United States of America",464,27.341284,-82.54704,"North America",0.337992866,0.054820583,0.054820583,0.056588407,0.055303853,0.091698033,0.054820583,0.069803617,0.054820583,0.054820583,0.090731937,0.063392721,0.055442333,0.056405224,0.055330978,0.074234366,0.054820583,0.054820583,0.056740959,0.054820583,0.055431611,0.0754085,0.062262996,0.063385583,0.064360869,0.0549479,0.066539759,0.075239344,0.054820583,0.06115881,0.055042327
"1049",18684722,"Fort Myers (and vicinity), Florida, United States of America",464,26.546977,-81.883901,"North America",0.461995345,0.054305028,0.054305028,0.054305028,0.054361686,0.062191872,0.054305028,0.065303389,0.054307147,0.0543659,0.126228576,0.054305028,0.058192243,0.054407354,0.055369115,0.064402823,0.054305028,0.054305028,0.062162997,0.054305028,0.056449677,0.100760121,0.054336671,0.054766284,0.05585291,0.057192016,0.082279721,0.059503792,0.054305028,0.059212579,0.057048639
"1050",18685621,"Wenona, Illinois, United States of America",557,41.04331,-89.05321,"North America",0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764,0.066272764
"1051",18685714,"Yorkville, Illinois, United States of America",557,41.60989,-88.43422,"North America",0.065906964,0.06126101,0.06126101,0.065906964,0.065683209,0.065683209,0.06126101,0.065683209,0.070329163,0.06126101,0.06126101,0.06126101,0.06126101,0.06126101,0.06126101,0.065906964,0.06126101,0.06126101,0.070949793,0.06126101,0.065683209,0.06126101,0.06126101,0.068103971,0.06126101,0.068103971,0.06126101,0.070329163,0.06126101,0.065683209,0.065906964
"1052",18689620,"Long Island, New York, United States of America",464,40.801043,-73.423501,"North America",0.126060188,0.055592505,0.056383821,0.055592505,0.072488877,0.079719794,0.06358624,0.07640989,0.055592505,0.060052097,0.093707319,0.060405213,0.065812344,0.060052097,0.068445803,0.07865817,0.055592505,0.055592505,0.065906013,0.055592505,0.070674036,0.080050687,0.056428063,0.060405213,0.060617319,0.064561625,0.060282045,0.065735204,0.055592505,0.059861021,0.068563958
"1053",18691356,"Hjo, Sweden",557,58.27407,14.18759,"Europe",0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381,0.066990381
"1054",18692100,"Centennial, Colorado, United States of America",557,39.59904,-104.788,"North America",0.063880081,0.058781119,0.058781119,0.063880081,0.058781119,0.065852629,0.058781119,0.070236303,0.063880081,0.063880081,0.065852629,0.058781119,0.058781119,0.076901572,0.058781119,0.074484137,0.058781119,0.058781119,0.063351016,0.063010617,0.058781119,0.063880081,0.058781119,0.065852629,0.058781119,0.058781119,0.063880081,0.058781119,0.065852629,0.063164792,0.065870965
"1055",18692410,"Knoxville (and vicinity), Tennessee, United States of America",464,35.94582,-83.98867,"North America",0.061909509,0.061317402,0.06282857,0.061317402,0.061317402,0.064053795,0.061317402,0.069311657,0.061318028,0.061317402,0.061317402,0.061317402,0.061832839,0.063809897,0.061921869,0.063900283,0.061317402,0.061317402,0.064751145,0.061317402,0.061617228,0.06132123,0.061317402,0.061317402,0.061317402,0.061317402,0.061317402,0.061317402,0.061317402,0.061317402,0.063563798
"1056",18692565,"Virginia Beach, Virginia, United States of America",774,36.81945,-76.06079,"North America",0.495788725,0.05532151,0.05532151,0.055333174,0.058763404,0.061063783,0.05532151,0.063952884,0.05532151,0.05532151,0.055741211,0.05532151,0.060188693,0.05532151,0.058763551,0.058764514,0.05532151,0.05532151,0.058763404,0.05532151,0.059584064,0.193979872,0.05532151,0.05532151,0.055321662,0.060003329,0.055995572,0.055465541,0.05532151,0.056989362,0.058763404
"1057",18692596,"Montgomery (and vicinity), Alabama, United States of America",464,32.363685,-86.221493,"North America",0.084792853,0.060325902,0.06063175,0.060325902,0.060325902,0.066122436,0.060325902,0.080840384,0.060325902,0.060325902,0.064583944,0.060325902,0.068173307,0.065278734,0.067194751,0.069536776,0.060325902,0.060325902,0.099363948,0.060325902,0.060325902,0.069536776,0.060325902,0.060325902,0.086959477,0.060325902,0.060325902,0.060325902,0.060325902,0.083297036,0.060325902
"1058",18692627,"Mobile (and vicinity), Alabama, United States of America",464,30.678779,-88.124348,"North America",0.081853833,0.062386101,0.062759612,0.062386101,0.062386101,0.065933363,0.062386101,0.066494718,0.062386101,0.062386101,0.063756703,0.062386101,0.062386101,0.062386101,0.062386101,0.062386101,0.062386101,0.062386101,0.067375235,0.062386101,0.062403128,0.063133122,0.062386101,0.062386101,0.062386101,0.062386101,0.062955499,0.062386101,0.062386101,0.062425726,0.062386101
"1059",18692782,"Stockton (and vicinity), California, United States of America",464,37.98385,-121.30445,"North America",0.062754627,0.061994302,0.062562839,0.061994302,0.061994302,0.063432646,0.061994302,0.063699913,0.061994302,0.061994302,0.062021529,0.061994302,0.063767021,0.061994302,0.061994302,0.063423434,0.061994302,0.061994302,0.062613015,0.061994302,0.061994302,0.061994302,0.061994302,0.061994302,0.061994302,0.061994302,0.063376437,0.061994302,0.061994302,0.061994681,0.061994302
"1060",18693030,"Jacksonville (and vicinity), Florida, United States of America",464,30.312218,-81.598498,"North America",0.214987949,0.05716513,0.057798232,0.058151,0.057165133,0.064541834,0.05716513,0.062963546,0.05716513,0.05716513,0.071864136,0.05716513,0.059076586,0.05716513,0.057604676,0.057647237,0.05716513,0.05716513,0.088118211,0.05716513,0.057591035,0.085031906,0.057165216,0.057962541,0.05716851,0.058555073,0.058242527,0.057463131,0.05716513,0.058163997,0.05716513
"1061",18693061,"Boise (and vicinity), Idaho, United States of America",464,43.593446,-116.216179,"North America",0.059719065,0.05959349,0.060215691,0.059593632,0.05959349,0.061048561,0.05959349,0.076964545,0.05959349,0.05959349,0.05959349,0.05959349,0.060478238,0.060857029,0.05959349,0.060568929,0.05959349,0.05959349,0.116306639,0.061217216,0.05959349,0.059904591,0.05959349,0.05959349,0.05959349,0.05959349,0.05959349,0.05959349,0.05959349,0.060596704,0.059601657
"1062",18695200,"Bunnik, Netherlands",557,52.06194,5.184738,"Europe",0.06671195,0.06671195,0.068208284,0.06671195,0.06671195,0.06671195,0.06671195,0.068208284,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195,0.06671195
"1063",18695541,"Gulf Shores (and vicinity), Alabama, United States of America",464,30.273291,-87.682786,"North America",0.719999202,0.055999929,0.055999929,0.055999929,0.055999929,0.056409849,0.055999929,0.063993594,0.055999929,0.055999929,0.060020168,0.055999929,0.058884184,0.055999929,0.057043683,0.055999929,0.055999929,0.055999929,0.055999929,0.055999929,0.055999929,0.097035502,0.055999929,0.055999929,0.055999929,0.059253837,0.063687858,0.056049826,0.055999929,0.055999929,0.055999929
"1064",18695696,"Cork (county), Ireland",464,51.896371,-8.484922,"Europe",0.062267561,0.057699274,0.061429905,0.057699274,0.057699274,0.073310734,0.057699274,0.064775928,0.059822923,0.057699274,0.070541665,0.057699274,0.059656071,0.058145689,0.057699274,0.071366106,0.057699274,0.057699274,0.110829414,0.057699274,0.064326879,0.069451159,0.057699274,0.057699274,0.057699274,0.057699274,0.057699274,0.057699274,0.057699274,0.067542876,0.068819784
"1065",18696316,"Novo Hamburgo, Brazil",557,-29.73538,-51.04996,"South America",0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176,0.066506176
"1066",18697866,"Certaldo, Italy",557,43.56345,11.08075,"Europe",0.061969688,0.060895228,0.09939449,0.060895228,0.060895228,0.109623238,0.060895228,0.066267529,0.064937639,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.061969688,0.060895228,0.060895228,0.060895228,0.115480798,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228,0.060895228
"1067",18699385,"Northbridge, Perth, Western Australia, Australia",774,-31.9463,115.8555,"Australia",0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017
"1068",18699447,"Yermo, California, United States of America",557,34.91209,-116.8642,"North America",0.064112586,0.064112586,0.064112586,0.117471992,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586,0.064112586
"1069",18699850,"Sithonia, Greece",557,40.13977,23.82146,"Europe",0.130671794,0.064704517,0.066617478,0.064704517,0.064704517,0.074747559,0.064704517,0.068530438,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.066139238,0.065182758,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.073611385,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517,0.064704517
"1070",18699881,"Annecy-le-Vieux, France",557,45.91935,6.162727,"Europe",0.074583361,0.064912067,0.066230459,0.064912067,0.064912067,0.066230459,0.064912067,0.066230459,0.064912067,0.064912067,0.064912067,0.064912067,0.158610282,0.074583361,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067,0.064912067
"1071",18700098,"Ontario (and vicinity), California, United States of America",464,34.06875,-117.60471,"North America",0.060958182,0.059136769,0.059136769,0.059365695,0.05920406,0.066500873,0.059136769,0.066260076,0.064918062,0.059136769,0.059136769,0.059136769,0.06223813,0.065892626,0.059136769,0.06600364,0.059136769,0.059136769,0.059136769,0.059136769,0.059424679,0.059136769,0.059136769,0.059136769,0.059136769,0.059572522,0.05921219,0.059308022,0.059136769,0.060007016,0.061473891
"1072",18700935,"Saint-Jean-Pied-de-Port, France",557,43.16018,-1.235417,"Europe",0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.068329745,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.068329745,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535,0.066842535
