"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Entertainment_Aquarium","Entertainment_Casino","Entertainment_Entertainment","Entertainment_Family_Friendly","Entertainment_Jazz","Entertainment_Live_Music","Entertainment_Musicals","Entertainment_Nightclubs","Entertainment_Nightlife","Entertainment_Opera","Entertainment_Theater","Entertainment_Themepark","Entertainment_Tours","Entertainment_Waterparks","Entertainment_Zoo"
"194",128649,"Yellowknife, Northwest Territories, Canada",557,62.45193,-114.3839,"North America",0.060840192,0.060840192,0.070114332,0.06583947,0.060840192,0.08032351,0.060840192,0.070728027,0.060840192,0.060840192,0.065808209,0.060840192,0.128425376,0.060840192,0.060840192
"195",129765,"Manzanillo (and vicinity), Colima, Mexico",464,19.105027,-104.3481,"South America",0.05922666,0.077623631,0.068651471,0.083899466,0.05922666,0.067505706,0.05922666,0.06098788,0.060208303,0.05922666,0.05922666,0.059553874,0.094225878,0.05922666,0.05922666
"196",130974,"Gzira, Malta",557,35.9043,14.49682,"Europe",0.061885196,0.062964411,0.062964411,0.067624588,0.061885196,0.061885196,0.061885196,0.066382176,0.061885695,0.061885196,0.061885196,0.061885196,0.071129628,0.061885196,0.061885196
"197",131470,"Bad Brueckenau, Germany",557,50.30716,9.774504,"Europe",0.066066232,0.066066232,0.066066232,0.06727367,0.066066232,0.066066232,0.066066232,0.066066232,0.066066232,0.066066232,0.066066232,0.066066232,0.070895984,0.066066232,0.066066232
"198",132493,"Ambleside, England, United Kingdom",557,54.42879,-3.027857,"Europe",0.061563115,0.061563115,0.062145221,0.067056088,0.061563115,0.061563115,0.061563115,0.069484051,0.061563115,0.061563115,0.061563115,0.061563115,0.068665918,0.061563115,0.061563115
"199",133361,"Vitznau, Switzerland",557,47.01501,8.488104,"Europe",0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.065946409,0.067389619,0.065946409,0.065946409
"200",133454,"Puerto de Pollensa, Spain",557,39.89069,3.083159,"Europe",0.058534992,0.058534992,0.098068748,0.136343839,0.058534992,0.058534992,0.058534992,0.067265156,0.058997805,0.058534992,0.058534992,0.058534992,0.069786661,0.0589173,0.058534992
"201",133516,"Nervi, Genoa, Italy",774,44.38771,9.024632,"Europe",0.066321602,0.066321602,0.066321602,0.069998523,0.066321602,0.066321602,0.066321602,0.066321602,0.066321602,0.066321602,0.066321602,0.066321602,0.072449804,0.066321602,0.066321602
"202",133981,"Ullapool, Scotland, United Kingdom",557,57.99128,-5.178801,"Europe",0.065120172,0.065120172,0.065120172,0.077771536,0.065120172,0.065120172,0.065120172,0.07006579,0.065120172,0.065120172,0.065120172,0.065120172,0.067989613,0.065120172,0.065120172
"203",136337,"Peguera, Spain",774,39.53883,2.454468,"Europe",0.064179701,0.064719308,0.071906286,0.080969585,0.071723444,0.075128606,0.064179701,0.064719308,0.064719308,0.064179701,0.064179701,0.064719308,0.073353023,0.064719308,0.064179701
"204",137701,"Schliersee, Germany",557,47.68731,11.87512,"Europe",0.065395923,0.065395923,0.065395923,0.069410778,0.065395923,0.065395923,0.065395923,0.066399637,0.066399637,0.065395923,0.065395923,0.065395923,0.07147982,0.065395923,0.065395923
"205",138786,"Rize, Turkey",557,40.95048,40.56238,"Europe",0.066963968,0.066963968,0.066963968,0.068497946,0.066963968,0.066963968,0.066963968,0.066963968,0.066963968,0.066963968,0.066963968,0.066963968,0.068497946,0.066963968,0.066963968
"206",138972,"Meyrin, Switzerland",557,46.23224,6.079154,"Europe",0.062329811,0.084823956,0.062329811,0.070626548,0.062329811,0.062329811,0.062329811,0.072488911,0.062329811,0.062329811,0.062329811,0.062329811,0.074868713,0.062329811,0.062329811
"207",139003,"Montreux, Switzerland",557,46.44989,6.937726,"Europe",0.05597429,0.099254767,0.061362958,0.072554601,0.093061028,0.104677058,0.059851099,0.058454852,0.062327279,0.05597429,0.070693268,0.05645645,0.127429986,0.05597429,0.05597429
"208",139778,"Meudon, France",557,48.80414,2.227381,"Europe",0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.066792329,0.068227049,0.066792329,0.066792329
"209",139995,"Mardin, Turkey",557,37.28683,40.79008,"Europe",0.066848256,0.066848256,0.066848256,0.068317548,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256,0.066848256
"210",141483,"Barnstaple, England, United Kingdom",557,51.1021,-3.987432,"Europe",0.065271927,0.065271927,0.065271927,0.076543531,0.065271927,0.065271927,0.065271927,0.065271927,0.065271927,0.065271927,0.065271927,0.065271927,0.072480866,0.065271927,0.065271927
"211",141855,"Bishop's Stortford, England, United Kingdom",557,51.87519,0.204597,"Europe",0.058326089,0.058326089,0.062898208,0.118066329,0.058326089,0.058326089,0.058326089,0.072519727,0.058326089,0.058326089,0.059598468,0.058326089,0.062379901,0.058326089,0.058326089
"212",142010,"Borehamwood, England, United Kingdom",557,51.65841,-0.280497,"Europe",0.061699409,0.061699409,0.061699409,0.11866417,0.061699409,0.065998126,0.061699409,0.063101147,0.063101147,0.061699409,0.061699409,0.063101147,0.074351379,0.061699409,0.061699409
"213",142134,"Bradford-on-Avon, England, United Kingdom",557,51.36045,-2.262277,"Europe",0.064872223,0.064872223,0.064872223,0.08157728,0.064872223,0.064872223,0.064872223,0.064872223,0.064872223,0.064872223,0.064872223,0.064872223,0.067643842,0.064872223,0.064872223
"214",142568,"Cannock, England, United Kingdom",557,52.70093,-2.010667,"Europe",0.063612909,0.063612909,0.063612909,0.077786571,0.063612909,0.065457348,0.063612909,0.073257647,0.063612909,0.063612909,0.063612909,0.063612909,0.06651651,0.063612909,0.063612909
"215",142723,"Chichester, England, United Kingdom",557,50.84674,-0.796783,"Europe",0.063166287,0.063166287,0.063166287,0.067501183,0.063166287,0.063192127,0.063166287,0.063166287,0.063166287,0.063166287,0.095586385,0.063166287,0.072116835,0.063166287,0.063166287
"216",143374,"Dartmouth, England, United Kingdom",557,50.34466,-3.596709,"Europe",0.064949346,0.064949346,0.064949346,0.081100607,0.064949346,0.064949346,0.064949346,0.066775139,0.064949346,0.064949346,0.064949346,0.064949346,0.06640984,0.064949346,0.064949346
"217",143467,"Dorking, England, United Kingdom",557,51.18887,-0.350964,"Europe",0.063855412,0.063855412,0.063855412,0.081496134,0.063855412,0.063855412,0.063855412,0.064061794,0.063855412,0.063855412,0.063855412,0.063855412,0.072018601,0.063855412,0.063855412
"218",144428,"Hemel Hempstead, England, United Kingdom",557,51.75485,-0.484531,"Europe",0.063127805,0.063127805,0.063127805,0.121432428,0.063127805,0.063127805,0.063127805,0.063127805,0.063127805,0.063127805,0.063127805,0.063127805,0.09547031,0.063127805,0.063127805
"219",144924,"Alanya, Turkey",557,36.5825,32.13989,"Europe",0.065062849,0.065062849,0.066082508,0.087686337,0.065062849,0.065062849,0.065062849,0.068937876,0.068937553,0.065062849,0.065062849,0.065878576,0.073107829,0.065470712,0.065062849
"220",145048,"Letchworth, England, United Kingdom",557,51.97821,-0.22531,"Europe",0.065096903,0.065096903,0.065096903,0.072162891,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903,0.065096903
"221",146257,"Oeiras, Portugal",557,38.71061,-9.276484,"Europe",0.063500567,0.064516827,0.063500567,0.084605229,0.063500567,0.063500567,0.063500567,0.068555312,0.063500567,0.063500567,0.063500567,0.063500567,0.069598128,0.063500567,0.063500567
"222",146908,"Autun, France",557,46.94528,4.311471,"Europe",0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013,0.06558013
"223",148148,"Chantilly, France",557,49.1762,2.481431,"Europe",0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618,0.066392618
"224",148954,"Fontainebleau, France",557,48.40533,2.679514,"Europe",0.065258655,0.065258655,0.076674818,0.06762664,0.065258655,0.076674818,0.065258655,0.065258655,0.065258655,0.065258655,0.076674818,0.065258655,0.069994625,0.065258655,0.065258655
"225",149605,"Ivry-sur-Seine, France",557,48.81237,2.38765,"Europe",0.065876652,0.065876652,0.065876652,0.08844133,0.065876652,0.065876652,0.065876652,0.065876652,0.065876652,0.065876652,0.065876652,0.067180943,0.071093816,0.065876652,0.065876652
"226",150008,"Slagelse, Denmark",557,55.40724,11.35737,"Europe",0.066928965,0.066928965,0.066928965,0.069832566,0.066928965,0.066928965,0.066928965,0.066928965,0.066928965,0.066928965,0.066928965,0.066928965,0.069832566,0.066928965,0.066928965
"227",151000,"Wantage, England, United Kingdom",557,51.58177,-1.429713,"Europe",0.064562349,0.064562349,0.064562349,0.079577105,0.064562349,0.064562349,0.064562349,0.064562349,0.064562349,0.064562349,0.064562349,0.064562349,0.065956077,0.064562349,0.064562349
"228",151434,"Riva del Garda, Italy",557,45.88571,10.82472,"Europe",0.064085307,0.064085307,0.064085307,0.078225282,0.064085307,0.064356907,0.064085307,0.065229679,0.064085307,0.064085307,0.064085307,0.065427274,0.076188614,0.064085307,0.064085307
"229",152581,"Abano Terme, Italy",557,45.3586,11.79293,"Europe",0.065854197,0.065854197,0.065854197,0.074196936,0.065854197,0.065854197,0.065854197,0.066835696,0.066835696,0.065854197,0.065854197,0.066344946,0.078122931,0.065854197,0.065854197
"230",153108,"Colle di Val d'Elsa, Italy",557,43.39223,11.0944,"Europe",0.065766478,0.065766478,0.065766478,0.070448705,0.065766478,0.065766478,0.065766478,0.065766478,0.065766478,0.065766478,0.065766478,0.065766478,0.074183692,0.065766478,0.065766478
"231",153387,"Akcakoca, Turkey",557,41.06403,31.15653,"Europe",0.066514028,0.066514028,0.066514028,0.069453475,0.066514028,0.066514028,0.066514028,0.066514028,0.066514028,0.066514028,0.066514028,0.066514028,0.069453475,0.066514028,0.066514028
"232",156084,"Ouranoupoli, Aristotelis, Greece",557,40.33961,23.97368,"Europe",0.065678741,0.065678741,0.065678741,0.074053134,0.065678741,0.065678741,0.065678741,0.065678741,0.065678741,0.065678741,0.065678741,0.065678741,0.07031567,0.065678741,0.065678741
"233",156549,"Halle an der Saale, Germany",557,51.47994,11.96808,"Europe",0.065319017,0.065319017,0.066374871,0.096461543,0.065319017,0.065319017,0.065319017,0.065319017,0.065319017,0.065319017,0.065319017,0.065319017,0.07271,0.065319017,0.065319017
"234",156859,"Willingen, Germany",557,51.29128,8.655777,"Europe",0.066196608,0.066196608,0.066196608,0.073031878,0.066196608,0.066196608,0.066196608,0.066196608,0.066196608,0.066196608,0.066196608,0.066196608,0.070753455,0.066196608,0.066196608
"235",157231,"Zamosc, Poland",557,50.74199,23.27403,"Europe",0.066255449,0.066255449,0.066255449,0.069011409,0.066255449,0.066255449,0.066255449,0.067633429,0.067633429,0.066255449,0.066255449,0.066255449,0.070389389,0.066255449,0.066255449
"236",158378,"Steyr, Austria",557,48.0539,14.42135,"Europe",0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.065986561,0.097441476,0.065986561,0.065986561
"237",160610,"Mechelen, Belgium",557,51.02876,4.450268,"Europe",0.065453959,0.065453959,0.065453959,0.067374447,0.065453959,0.077937935,0.065453959,0.065453959,0.065453959,0.065453959,0.077937935,0.065453959,0.074126045,0.065453959,0.065453959
"238",161292,"Nafplio, Greece",557,37.53139,22.91196,"Europe",0.059730542,0.059933181,0.061554287,0.080763518,0.059730542,0.068860388,0.059730542,0.059730542,0.059730542,0.059730542,0.064545251,0.059730542,0.101185953,0.059730542,0.059730542
"239",162036,"Viernheim, Germany",557,49.55862,8.56394,"Europe",0.066824099,0.066824099,0.066824099,0.06832967,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099,0.066824099
"240",162997,"Wetzlar, Germany",557,50.56643,8.513532,"Europe",0.065969348,0.065969348,0.065969348,0.067421148,0.065969348,0.065969348,0.065969348,0.065969348,0.065969348,0.065969348,0.065969348,0.065969348,0.068872948,0.065969348,0.065969348
"241",164268,"Bussum, Netherlands",557,52.27033,5.165211,"Europe",0.065255194,0.065255194,0.065255194,0.065255194,0.065255194,0.065255194,0.065255194,0.065255194,0.065255194,0.065255194,0.086958153,0.065255194,0.088492131,0.065255194,0.065255194
"242",165415,"Nunspeet, Netherlands",557,52.37743,5.788511,"Europe",0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.066578467,0.071899031,0.066578467,0.066578467
"243",166314,"Zaandam, Netherlands",557,52.44573,4.825437,"Europe",0.052619623,0.052619623,0.052619623,0.078459655,0.052619623,0.052619623,0.052619623,0.052619623,0.052619623,0.052619623,0.052619623,0.052619623,0.055994017,0.052619623,0.052619623
"244",166810,"Bad Duerkheim, Germany",557,49.45379,8.086325,"Europe",0.066616992,0.06782443,0.066616992,0.066616992,0.066616992,0.066616992,0.066616992,0.069031868,0.069031868,0.066616992,0.066616992,0.066616992,0.069031868,0.066616992,0.066616992
"245",166872,"Baden-Baden, Germany",557,48.75116,8.230616,"Europe",0.062443459,0.090943864,0.063022799,0.073836559,0.062443459,0.063988415,0.062443459,0.062443459,0.062443459,0.062443459,0.063778374,0.06360214,0.073450932,0.062443459,0.062443459
"246",167151,"Bad Salzuflen, Germany",557,52.0721,8.761214,"Europe",0.066610039,0.066610039,0.066610039,0.070343239,0.066610039,0.066610039,0.066610039,0.066610039,0.066610039,0.066610039,0.066610039,0.066610039,0.069098839,0.066610039,0.066610039
"247",167554,"Castrop-Rauxel, Germany",557,51.5704,7.314671,"Europe",0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.066855145,0.068233125,0.066855145,0.066855145
"248",167864,"Ettlingen, Germany",557,48.92601,8.406245,"Europe",0.065931442,0.065931442,0.065931442,0.067249834,0.065931442,0.065931442,0.065931442,0.065931442,0.065931442,0.065931442,0.065931442,0.065931442,0.067249834,0.065931442,0.065931442
"249",168081,"Haan, Germany",557,51.20826,7.010632,"Europe",0.066769625,0.066769625,0.066769625,0.072472505,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.066769625,0.069621065,0.066769625,0.066769625
"250",168236,"Heidenheim an der Brenz, Germany",557,48.70977,10.18839,"Europe",0.065887985,0.065887985,0.065887985,0.075263279,0.065887985,0.065887985,0.065887985,0.065887985,0.065887985,0.071878133,0.071878133,0.067273794,0.068659603,0.065887985,0.065887985
"251",168484,"Karlsruhe, Germany",557,49.01182,8.411253,"Europe",0.063219212,0.063219212,0.06501923,0.069202626,0.063219212,0.087349442,0.087349442,0.063219212,0.063219212,0.087349442,0.087349442,0.063219212,0.069519274,0.063219212,0.087355364
"252",168546,"Kelsterbach, Germany",557,50.04915,8.518537,"Europe",0.05831637,0.05831637,0.05831637,0.075020041,0.05831637,0.05831637,0.05831637,0.070121228,0.05831637,0.05831637,0.05831637,0.05831637,0.065268889,0.05831637,0.05831637
"253",168639,"Constance, Germany",557,47.70446,9.159194,"Europe",0.059738461,0.060837121,0.059738461,0.071497874,0.059738461,0.083604239,0.059738461,0.061807719,0.059738461,0.059738461,0.083604239,0.059738461,0.06303444,0.059738461,0.059738461
"254",168794,"Landshut, Germany",557,48.54453,12.15986,"Europe",0.065689667,0.065689667,0.065689667,0.065689667,0.065689667,0.082550344,0.065689667,0.065689667,0.065689667,0.065689667,0.082550344,0.065689667,0.071140001,0.065689667,0.065689667
"255",169042,"Navan, Ireland",557,53.62726,-6.663124,"Europe",0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.066643587,0.068086796,0.066643587,0.066643587
"256",169166,"Torquay, England, United Kingdom",557,50.47842,-3.518155,"Europe",0.062573796,0.062573796,0.06895063,0.087277895,0.062573796,0.064890105,0.062573796,0.065984173,0.062573796,0.062573796,0.062573796,0.062940567,0.07724462,0.062573796,0.062573796
"257",169352,"Walsall, England, United Kingdom",557,52.61361,-1.96242,"Europe",0.062411284,0.062411284,0.073224103,0.132403573,0.062411284,0.066511502,0.062411284,0.065409035,0.062411284,0.062411284,0.062411284,0.062411284,0.067147254,0.062411284,0.062411284
"258",170282,"York, England, United Kingdom",557,54.05331,-1.003395,"Europe",0.056981429,0.056981429,0.078902867,0.130927969,0.056981429,0.062558377,0.056981429,0.074736329,0.061169637,0.057550234,0.059461424,0.057286307,0.100434207,0.056981429,0.056981429
"259",170840,"Zug, Switzerland",557,47.15329,8.5179,"Europe",0.066029836,0.066029836,0.066029836,0.06738485,0.066029836,0.066029836,0.066029836,0.066029836,0.066029836,0.066029836,0.066029836,0.066029836,0.068739863,0.066029836,0.066029836
"260",171398,"Rambouillet, France",557,48.65314,1.826001,"Europe",0.06548756,0.06548756,0.06548756,0.066881288,0.06548756,0.06548756,0.06548756,0.06548756,0.06548756,0.06548756,0.06548756,0.06548756,0.068275016,0.06548756,0.06548756
"261",171553,"Rueil-Malmaison, France",557,48.86936,2.177571,"Europe",0.064710103,0.064710103,0.064710103,0.110853799,0.064710103,0.064710103,0.064710103,0.064710103,0.064710103,0.064710103,0.064710103,0.064710103,0.067211667,0.064710103,0.064710103
"262",171677,"Saint-Etienne-du-Rouvray, France",557,49.38165,1.090045,"Europe",0.065434054,0.065434054,0.065434054,0.111746418,0.065434054,0.065434054,0.065434054,0.065434054,0.065434054,0.065434054,0.065434054,0.065434054,0.06823753,0.065434054,0.065434054
"263",174281,"Chepstow, Wales, United Kingdom",557,51.66663,-2.716477,"Europe",0.058688705,0.058688705,0.058688705,0.089492255,0.058688705,0.058688705,0.058688705,0.061129836,0.058688705,0.058688705,0.058688705,0.058688705,0.061413872,0.058688705,0.058688705
"264",174870,"Marlborough, England, United Kingdom",557,51.39265,-1.686537,"Europe",0.065203282,0.065203282,0.065203282,0.071083064,0.065203282,0.072252352,0.065203282,0.065203282,0.065203282,0.065203282,0.065203282,0.065203282,0.067743932,0.065203282,0.065203282
"265",177226,"Leven, Scotland, United Kingdom",557,56.2148,-2.932882,"Europe",0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.066741901,0.068238235,0.066741901,0.066741901
"266",177443,"Asolo, Italy",557,45.78898,11.90987,"Europe",0.066022247,0.066022247,0.066022247,0.067347804,0.066022247,0.066022247,0.066022247,0.066022247,0.066022247,0.066022247,0.066022247,0.066022247,0.06867336,0.066022247,0.066022247
"267",177505,"Monteriggioni, Italy",557,43.36734,11.22472,"Europe",0.065112516,0.065112516,0.065112516,0.071343402,0.065112516,0.065112516,0.065112516,0.065112905,0.065112516,0.065112516,0.065112516,0.066632157,0.075859478,0.065112516,0.065112516
"268",178745,"Pertuis, France",557,43.68776,5.52105,"Europe",0.066908971,0.066908971,0.066908971,0.069812571,0.066908971,0.066908971,0.066908971,0.066908971,0.066908971,0.066908971,0.066908971,0.066908971,0.068360771,0.066908971,0.066908971
"269",180419,"Rungis, France",557,48.74981,2.352521,"Europe",0.065275209,0.065275209,0.065275209,0.078005076,0.065275209,0.065872712,0.065275209,0.065275209,0.065275209,0.065275209,0.065275209,0.065275209,0.067883791,0.065275209,0.065275209
"270",180481,"Sisteron, France",557,44.20052,5.930851,"Europe",0.065522041,0.065522041,0.065522041,0.068594238,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041,0.065522041
"271",180822,"Lech am Arlberg, Austria",557,47.20364,10.14321,"Europe",0.064995333,0.064995333,0.064995333,0.073520078,0.064995333,0.064995333,0.064995333,0.066416124,0.066416124,0.064995333,0.064995333,0.064995333,0.074940869,0.064995333,0.064995333
"272",181039,"Postojna, Slovenia",557,45.77762,14.21797,"Europe",0.066294975,0.066294975,0.066294975,0.07461326,0.066294975,0.066294975,0.066294975,0.066294975,0.066294975,0.066294975,0.066294975,0.066294975,0.087330528,0.066294975,0.066294975
"273",182341,"Beaugency, France",557,47.77863,1.638702,"Europe",0.066046338,0.066046338,0.066046338,0.067701488,0.066046338,0.066046338,0.066046338,0.066046338,0.066046338,0.066046338,0.066046338,0.066046338,0.068627316,0.066046338,0.066046338
"274",183922,"Hanalei, Hawaii, United States of America",557,22.16835,-159.5538,"North America",0.052965697,0.052965697,0.052965697,0.085162526,0.052965697,0.05761157,0.052965697,0.06131658,0.052979332,0.052965697,0.052965697,0.052965697,0.086391297,0.052965697,0.052965697
"275",184015,"Clifton, Texas, United States of America",557,31.8027,-97.50204,"North America",0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499,0.066973499
"276",184294,"Euless, Texas, United States of America",557,32.83784,-97.0953,"North America",0.063283959,0.063283959,0.063283959,0.123210434,0.063283959,0.063283959,0.063283959,0.063283959,0.063283959,0.063283959,0.063283959,0.068906128,0.063283959,0.068180754,0.063283959
"277",184387,"Alpharetta, Georgia, United States of America",557,34.07782,-84.26853,"North America",0.063376847,0.061040797,0.065285266,0.139945298,0.061040797,0.097278747,0.061040797,0.067481153,0.061040797,0.061040797,0.095490008,0.061040797,0.061044063,0.061040797,0.061040797
"278",184573,"Apex, North Carolina, United States of America",557,35.73669,-78.89914,"North America",0.064148615,0.064148615,0.076835248,0.068544444,0.064148615,0.064148615,0.064148615,0.064148615,0.064148615,0.064148615,0.064148615,0.064148615,0.065148215,0.064148615,0.064148615
"279",184821,"Alhambra, California, United States of America",557,34.08368,-118.1349,"North America",0.065711915,0.060613678,0.060613678,0.08696363,0.060613678,0.098821529,0.0661156,0.067649148,0.06698758,0.060613678,0.125008307,0.071213837,0.069940813,0.065711915,0.065711915
"280",185193,"Avon, Connecticut, United States of America",557,41.79118,-72.8515,"North America",0.084050336,0.079187594,0.059819816,0.122178868,0.054957074,0.081646489,0.054957074,0.054957074,0.071110754,0.059819816,0.072402611,0.05586782,0.071413723,0.054957074,0.054957074
"281",185503,"Alexandria, Virginia, United States of America",557,38.77512,-77.09776,"North America",0.057297291,0.057297291,0.058722485,0.152719937,0.057595143,0.063137013,0.057297291,0.062531956,0.058627746,0.057298806,0.06467405,0.058369389,0.081021464,0.057297291,0.057478248
"282",185751,"Roanoke, Alabama, United States of America",557,33.13647,-85.36655,"North America",0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786
"283",185844,"Union Gap, Washington, United States of America",557,46.55682,-120.4847,"North America",0.065380584,0.065380584,0.065380584,0.083476119,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584,0.065380584
"284",186123,"Alliance, Ohio, United States of America",557,40.92064,-81.12838,"North America",0.064808101,0.069824407,0.068663743,0.106555437,0.060431359,0.073990359,0.068663743,0.065447666,0.069824407,0.060431359,0.089716751,0.068663743,0.097734227,0.060431359,0.064808101
"285",186247,"Hunt Valley, Maryland, United States of America",557,39.48763,-76.65751,"North America",0.06098348,0.06098348,0.062814906,0.109128941,0.06098348,0.063242716,0.06098348,0.064574316,0.06098348,0.06098348,0.070341537,0.06098348,0.072617369,0.06098348,0.065512434
"286",186278,"Arcata, California, United States of America",557,40.84788,-124.0455,"North America",0.060262838,0.060262838,0.060262838,0.14217099,0.060262838,0.060262838,0.060262838,0.060262838,0.060262838,0.060262838,0.081775843,0.060262838,0.084356821,0.060262838,0.060262838
"287",186340,"Barre, Vermont, United States of America",557,44.18678,-72.48295,"North America",0.061273539,0.061273539,0.065613065,0.082562353,0.061273539,0.061273539,0.061273539,0.061273539,0.061273539,0.061273539,0.061273539,0.061273539,0.110775105,0.061273539,0.061273539
"288",186991,"Ascona, Switzerland",557,46.1542,8.770367,"Europe",0.065068527,0.065068527,0.086311096,0.070939264,0.085777392,0.085777392,0.065068527,0.065068527,0.065068527,0.065068527,0.065068527,0.066669637,0.070939264,0.06560223,0.065068527
"289",187270,"Ada, Oklahoma, United States of America",557,34.80905,-96.7054,"North America",0.07491291,0.077027986,0.072702801,0.085055246,0.063356233,0.072702801,0.070587725,0.063356233,0.063356233,0.063356233,0.070587725,0.063356233,0.076403184,0.063356233,0.063356233
"290",187425,"Reynoldsburg, Ohio, United States of America",557,39.95684,-82.78187,"North America",0.06359865,0.068306557,0.068306557,0.093746799,0.06359865,0.071573375,0.06359865,0.06359865,0.06359865,0.06359865,0.069723778,0.06359865,0.079498081,0.06359865,0.06359865
"291",187642,"Durham, North Carolina, United States of America",557,35.99838,-78.88832,"North America",0.057225657,0.057225657,0.068690773,0.111921169,0.057225657,0.078841308,0.057225657,0.06073351,0.05757402,0.057225657,0.09407005,0.057225657,0.092461349,0.057225657,0.057225657
"292",188882,"Johnson City, Tennessee, United States of America",557,36.32822,-82.37295,"North America",0.061449303,0.061449303,0.061449303,0.095171257,0.061449303,0.085906594,0.061449303,0.063259714,0.061724685,0.061449303,0.062947679,0.061449303,0.065622376,0.061449303,0.061449303
"293",189409,"Richardson, Texas, United States of America",557,32.97092,-96.70976,"North America",0.060583274,0.060583274,0.080218085,0.147074022,0.060583274,0.082025851,0.060583274,0.062676648,0.060583417,0.060583274,0.079738589,0.060583274,0.066326946,0.060583274,0.060583274
"294",189657,"Richfield, Minnesota, United States of America",557,44.87646,-93.28311,"North America",0.078998262,0.060942457,0.076586669,0.113851816,0.060942457,0.060942457,0.060942457,0.069333656,0.060942457,0.060942457,0.060942457,0.080961548,0.07307632,0.065753993,0.06631236
"295",190091,"Angers, France",557,47.47172,-0.558217,"Europe",0.065002614,0.065002614,0.089627273,0.070482856,0.065002614,0.065002614,0.065002614,0.065002614,0.065002614,0.065002614,0.065002614,0.065002614,0.069377545,0.065002614,0.065002614
"296",191052,"Asbury Park, New Jersey, United States of America",557,40.24655,-74.05121,"North America",0.048764093,0.053216651,0.050253781,0.116533115,0.048764093,0.124308144,0.078142113,0.053989677,0.049608017,0.048764093,0.121085691,0.049739893,0.065967106,0.048764093,0.053216651
"297",191207,"Rock Island, Illinois, United States of America",557,41.49048,-90.56728,"North America",0.062727049,0.095576358,0.062734017,0.062727049,0.062727049,0.070575984,0.079700879,0.064187542,0.064187542,0.062727049,0.087549814,0.062727049,0.064187542,0.062727049,0.062727049
"298",191579,"Richmond Hill, Ontario, Canada",557,43.90246,-79.42629,"North America",0.06115007,0.06115007,0.077150267,0.131766758,0.06115007,0.076704224,0.06115007,0.0649366,0.06115007,0.06115007,0.090143929,0.067882789,0.081493979,0.066226885,0.063096988
"299",191672,"Seaside, Oregon, United States of America",557,45.89333,-123.6594,"North America",0.064692676,0.054977395,0.057429811,0.152428318,0.054977395,0.059508256,0.054977395,0.064064529,0.057604957,0.054977395,0.05712938,0.054977395,0.060750747,0.054977395,0.054977395
"300",192106,"Ahoskie, North Carolina, United States of America",557,36.29092,-76.98672,"North America",0.066285932,0.066285932,0.066285932,0.124996214,0.066285932,0.080846688,0.066285932,0.067829618,0.067829618,0.066285932,0.066285932,0.066285932,0.066285932,0.066285932,0.066285932
"301",192850,"Cameron Park, California, United States of America",557,38.66257,-120.9769,"North America",0.063102868,0.11106514,0.063102868,0.090240363,0.063102868,0.078215008,0.063102868,0.063102868,0.063102868,0.063102868,0.078155757,0.063102868,0.063102868,0.063102868,0.063102868
