"","destination_id","Destination_name","destination_type_id","destination_latitude","destination_longitude","Continent","Sports_Baseball","Sports_Basketball","Sports_Cross_Country_Skiing","Sports_Football","Sports_Golf","Sports_Hockey","Sports_Indoor_Skiing","Sports_Running","Sports_Skiing","Sports_Snowboarding","Sports_Soccer","Sports_Sports"
"737",3652977,"Hyde Park, New York, United States of America",557,41.79298,-73.89336,"North America",0.058382039,0.058382039,0.058382039,0.058382039,0.063726506,0.058382039,0.058382039,0.058382039,0.058382039,0.058382039,0.058382039,0.071836712
"738",3706669,"Jerome, Arizona, United States of America",557,34.74836,-112.1105,"North America",0.059210998,0.059210998,0.059210998,0.059210998,0.074385485,0.059210998,0.059210998,0.059210998,0.066596232,0.059210998,0.059210998,0.065560222
"739",3707785,"Jersey Village, Houston, Texas, United States of America",557,29.89161,-95.57105,"North America",0.06621523,0.06621523,0.06621523,0.06621523,0.06764995,0.06621523,0.06621523,0.06621523,0.06621523,0.06621523,0.06621523,0.06621523
"740",3760733,"Kenwood, Cincinnati, Ohio, United States of America",557,39.20942,-84.37371,"North America",0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964,0.064738964
"741",3776264,"Kingdom City, Missouri, United States of America",557,38.95257,-91.94241,"North America",0.066009835,0.067783448,0.061984773,0.062346215,0.061984773,0.061984773,0.061984773,0.061984773,0.07124656,0.066009835,0.061984773,0.078400218
"742",3846913,"Langhorne, Pennsylvania, United States of America",557,40.18785,-74.91474,"North America",0.061366358,0.061565218,0.061366358,0.061366358,0.063954797,0.061366358,0.061366358,0.061366358,0.061366358,0.061366358,0.061446605,0.074365843
"743",3847130,"Langley, Washington, United States of America",557,48.03665,-122.4471,"North America",0.065163151,0.061235187,0.061235187,0.061235187,0.071499535,0.061235187,0.061235187,0.061235187,0.061235187,0.061235187,0.061235187,0.081542467
"744",3902961,"Ligonier, Pennsylvania, United States of America",557,40.24664,-79.23627,"North America",0.066739188,0.062145034,0.062145034,0.062145034,0.073931157,0.062145034,0.062145034,0.062145034,0.070451092,0.062145034,0.062145034,0.078525311
"745",3961799,"Louisa, Kentucky, United States of America",557,38.07582,-82.67127,"North America",0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.067020851,0.068564538
"746",3981887,"Lutherville Timonium, Maryland, United States of America",557,39.43805,-76.64284,"North America",0.070201998,0.06233001,0.06233001,0.06233001,0.06425865,0.06233001,0.06233001,0.067209904,0.06233001,0.06233001,0.06233001,0.099625713
"747",3984894,"Lyme Center, New Hampshire, United States of America",557,43.8059,-72.1172,"North America",0.066684767,0.066684767,0.066684767,0.066684767,0.066684767,0.066684767,0.066684767,0.066684767,0.068228453,0.068228453,0.066684767,0.066684767
"748",4028790,"Margaretville, New York, United States of America",557,42.14437,-74.66021,"North America",0.065134031,0.065134031,0.066648953,0.065134031,0.066648953,0.065134031,0.065134031,0.065134031,0.117963834,0.066648953,0.065134031,0.065134031
"749",4096804,"Medora, North Dakota, United States of America",557,46.7675,-103.4468,"North America",0.06148173,0.06148173,0.06148173,0.06148173,0.077436659,0.065741034,0.06148173,0.06148173,0.06148173,0.06148173,0.06148173,0.062512764
"750",4222044,"Mukilteo, Washington, United States of America",557,47.91688,-122.3019,"North America",0.062293126,0.062293126,0.062293126,0.066257695,0.063671106,0.062293126,0.062293126,0.062293126,0.062293126,0.062293126,0.062293126,0.094137804
"751",4377199,"Old Forge, New York, United States of America",557,43.7336,-74.90401,"North America",0.062869116,0.062869116,0.062869116,0.062869116,0.073258178,0.062869116,0.062869116,0.062869116,0.062869116,0.062869116,0.062869116,0.062869116
"752",4436130,"Palisade, Colorado, United States of America",557,39.0928,-108.3553,"North America",0.055964722,0.055964722,0.056934748,0.055964722,0.062049392,0.055964722,0.055964722,0.055964722,0.067977963,0.056934748,0.055964722,0.066102651
"753",4448158,"Paris, Illinois, United States of America",557,39.60171,-87.69842,"North America",0.084396531,0.076526432,0.060786233,0.064721283,0.076526432,0.064721283,0.060786233,0.060786233,0.060786233,0.060786233,0.080461482,0.093578314
"754",4503462,"Pewaukee, Wisconsin, United States of America",557,43.0686,-88.25302,"North America",0.061804509,0.064416861,0.061802162,0.061802162,0.07192515,0.061802162,0.061802162,0.061802162,0.071424477,0.061802162,0.061802162,0.07892433
"755",4508639,"Phoenixville, Pennsylvania, United States of America",557,40.1247,-75.53129,"North America",0.064293129,0.058177543,0.058177543,0.058177543,0.066857541,0.064293129,0.058177543,0.058177543,0.058177543,0.058177543,0.058177543,0.0699068
"756",4602476,"Proctor, Duluth, Minnesota, United States of America",557,46.74378,-92.23247,"North America",0.058477013,0.053081558,0.065469676,0.058477013,0.063476594,0.085372292,0.053081558,0.053081558,0.152114391,0.054834831,0.053081558,0.094178094
"757",4747742,"Rosedale, Maryland, United States of America",557,39.33954,-76.49631,"North America",0.066165387,0.063268587,0.063268587,0.063268587,0.064703307,0.063268587,0.063268587,0.063268587,0.063268587,0.063268587,0.063268587,0.085171114
"758",4754562,"Rossville, Rosedale, Maryland, United States of America",557,39.34377,-76.47847,"North America",0.068801223,0.061590419,0.061590419,0.061590419,0.061590419,0.061590419,0.061590419,0.061590419,0.061590419,0.061590419,0.061590419,0.088491754
"759",4784260,"Sag Harbor, New York, United States of America",557,41.00519,-72.29718,"North America",0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045,0.064120045
"760",4802984,"Sand Springs, Oklahoma, United States of America",557,36.14733,-96.19267,"North America",0.087131261,0.063590616,0.05702412,0.092335086,0.063207059,0.05702412,0.05702412,0.05702412,0.066130884,0.05702412,0.05702412,0.104348375
"761",4834139,"Scotrun, Pennsylvania, United States of America",557,41.07335,-75.34081,"North America",0.057074251,0.057074251,0.057074251,0.062978527,0.116550736,0.057074251,0.057074251,0.057074251,0.069156,0.057074251,0.057074251,0.06398426
"762",4842168,"Searsport, Maine, United States of America",557,44.48255,-68.92848,"North America",0.06693684,0.06693684,0.06693684,0.06693684,0.068510404,0.06693684,0.06693684,0.06693684,0.06693684,0.06693684,0.06693684,0.06693684
"763",4922706,"Slade, Kentucky, United States of America",557,37.77435,-83.68684,"North America",0.065752607,0.065752607,0.065752607,0.065752607,0.10632491,0.065752607,0.065752607,0.065752607,0.065752607,0.065752607,0.065752607,0.065752607
"764",4938175,"Snellville, Georgia, United States of America",557,33.82671,-84.02645,"North America",0.064962522,0.070078569,0.064962522,0.064962522,0.064962522,0.070078569,0.064962522,0.064962522,0.064962522,0.064962522,0.064962522,0.071143079
"765",4956186,"South Deerfield, Massachusetts, United States of America",557,42.46498,-72.62174,"North America",0.058413022,0.058413022,0.058413022,0.058413022,0.064872864,0.058413022,0.058413022,0.058413022,0.058413022,0.058413022,0.058413022,0.069200766
"766",4965269,"South of Market, San Francisco, California, United States of America",774,37.77892,-122.4026,"North America",0.062064416,0.056686423,0.048467281,0.048468317,0.060939439,0.048467281,0.048467281,0.048976648,0.048467281,0.048467281,0.056686423,0.1133106
"767",4974073,"Southborough, Massachusetts, United States of America",557,42.30033,-71.53126,"North America",0.059412737,0.059412737,0.059412737,0.059412737,0.076728983,0.070990207,0.059412737,0.059412737,0.059412737,0.059412737,0.076728983,0.100145166
"768",5070669,"Sumner, Washington, United States of America",557,47.21756,-122.2306,"North America",0.069809506,0.063393959,0.063393959,0.063393959,0.063393959,0.063393959,0.063393959,0.063393959,0.063393959,0.063393959,0.063393959,0.070853674
"769",5109109,"Tannersville, Pennsylvania, United States of America",557,41.04749,-75.33569,"North America",0.056738072,0.056738072,0.056738072,0.061270741,0.069397374,0.056875548,0.056738072,0.056738072,0.172145896,0.060138087,0.060415256,0.072980098
"770",5162863,"Tofte, Minnesota, United States of America",557,47.69391,-90.82661,"North America",0.062257596,0.062257596,0.063148544,0.062257596,0.067534543,0.062257596,0.062257596,0.062257596,0.107295214,0.067534543,0.062257596,0.063148544
"771",5188314,"Tropic, Utah, United States of America",557,37.63669,-112.0838,"North America",0.059104643,0.059104643,0.059986011,0.059104643,0.065922597,0.059104643,0.059104643,0.059104643,0.071628058,0.065922597,0.059104643,0.059104643
"772",5335533,"Weedsport, New York, United States of America",557,43.07519,-76.5552,"North America",0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.06540722,0.065619124
"773",5373849,"West Stockbridge, Massachusetts, United States of America",557,42.31018,-73.38245,"North America",0.060735323,0.060735323,0.0622988,0.060735323,0.0622988,0.060735323,0.060735323,0.060735323,0.0622988,0.0622988,0.060735323,0.060735323
"774",5376670,"West Warwick, Rhode Island, United States of America",557,41.69911,-71.51659,"North America",0.059523378,0.059523378,0.059523378,0.059523378,0.090925977,0.059523378,0.059523378,0.059523378,0.059523378,0.059523378,0.059523378,0.093761801
"775",5459099,"Wolfeboro, New Hampshire, United States of America",557,43.60441,-71.16135,"North America",0.066311117,0.066311117,0.067269797,0.066311117,0.067269797,0.066311117,0.066311117,0.066311117,0.067269797,0.066311117,0.066311117,0.067269797
"776",5483961,"Yachats, Oregon, United States of America",557,44.30179,-124.0223,"North America",0.059739179,0.059739179,0.059739179,0.059739179,0.070183623,0.059739179,0.059739179,0.059739179,0.059739179,0.059739179,0.059739179,0.059739179
"777",5500081,"Lewiston, California, United States of America",557,40.75133,-122.8298,"North America",0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017,0.067051017
"778",5501941,"Gualala, California, United States of America",557,38.83355,-123.4446,"North America",0.065212145,0.060633128,0.060633128,0.060633128,0.064675666,0.060633128,0.060633128,0.060633128,0.060633128,0.060633128,0.060633128,0.066098277
"779",5503987,"Salem, Indiana, United States of America",557,38.61295,-86.11707,"North America",0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.066845693,0.06837967
"780",5506746,"Oakwood Village, Ohio, United States of America",557,41.36145,-81.50833,"North America",0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.066797441,0.088333263
"781",5509009,"San Pablo, California, United States of America",557,37.96175,-122.3416,"North America",0.06417282,0.06417282,0.06417282,0.06417282,0.06523733,0.06417282,0.06417282,0.074608551,0.06417282,0.06417282,0.06417282,0.089635268
"782",5509226,"Cudahy, California, United States of America",557,33.9632,-118.1829,"North America",0.067071298,0.067071298,0.067071298,0.067071298,0.068665432,0.067071298,0.067071298,0.067071298,0.067071298,0.067071298,0.067071298,0.067071298
"783",5509474,"Belton, Missouri, United States of America",557,38.78973,-94.55265,"North America",0.08363285,0.06364041,0.059994078,0.067873669,0.066090562,0.06364041,0.059994078,0.073970152,0.059994078,0.059994078,0.075753259,0.096403684
"784",5510745,"Strathmore, Alberta, Canada",557,51.02421,-113.302,"North America",0.065190692,0.065190692,0.066422523,0.065190692,0.068886184,0.065190692,0.065190692,0.065190692,0.066422523,0.066422523,0.065190692,0.072376971
"785",5511179,"Shenandoah, Texas, United States of America",557,30.1847,-95.45798,"North America",0.064017736,0.064017736,0.064017736,0.064017736,0.065315089,0.064017736,0.064017736,0.064017736,0.064017736,0.064017736,0.064017736,0.069004486
"786",5511396,"Kingston Springs, Tennessee, United States of America",557,36.09881,-87.11382,"North America",0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786,0.067081786
"787",5512729,"Weeki Wachee, Spring Hill, Florida, United States of America",557,28.51697,-82.56421,"North America",0.060692514,0.060692514,0.060692514,0.060692514,0.122234833,0.060692514,0.060692514,0.060692514,0.060692514,0.060692514,0.060692514,0.071410756
"788",5512760,"Galt, California, United States of America",557,38.2743,-121.3022,"North America",0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.06640212,0.07129265
"789",5513535,"New Hampton, New York, United States of America",557,41.37555,-74.43048,"North America",0.065865582,0.065865582,0.065865582,0.065865582,0.067459716,0.065865582,0.065865582,0.065865582,0.065865582,0.065865582,0.065865582,0.065865582
"790",5513938,"New Delhi, India",557,28.64762,77.11694,"Asia",0.058886737,0.058886737,0.058886737,0.058886737,0.060916645,0.058886737,0.058886737,0.05888738,0.059046986,0.058940154,0.058886737,0.072444631
"791",5517596,"Puerto Viejo, Costa Rica",557,9.640691,-82.74023,"South America",0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.058566138,0.059815534
"792",5522370,"Coogee, New South Wales, Australia",557,-33.92078,151.2565,"Australia",0.061000649,0.061000649,0.061000649,0.061000649,0.062238732,0.061000649,0.061000649,0.061000649,0.061000649,0.061000649,0.061000649,0.076475511
"793",5523207,"Fairbanks, Houston, Texas, United States of America",557,29.85004,-95.51385,"North America",0.062352332,0.062352332,0.062352332,0.062352332,0.065820139,0.062352332,0.062352332,0.062352332,0.062352332,0.062352332,0.062352332,0.086995799
"794",5524416,"Vieux Fort, St. Lucia",557,13.75463,-60.95761,"South America",0.050007886,0.050007886,0.050007886,0.050483129,0.050007886,0.050007886,0.050007886,0.050007886,0.050007886,0.050007886,0.058810351,0.108876001
"795",5525284,"Athens (and vicinity), Greece",464,37.97468,23.731045,"Europe",0.055173032,0.059308991,0.055173032,0.055173032,0.058004565,0.055173032,0.055173032,0.055491299,0.05536831,0.055173032,0.055173032,0.075014843
"796",5525315,"Atlanta (and vicinity), Georgia, United States of America",464,33.772595,-84.386481,"North America",0.063877962,0.062914944,0.056274507,0.066461796,0.072583725,0.056278386,0.056274507,0.056640148,0.056491962,0.056344735,0.056578584,0.118084865
"797",5525408,"Baltimore (and vicinity), Maryland, United States of America",464,39.28626,-76.61786,"North America",0.09182785,0.055172137,0.054422262,0.059150011,0.068335027,0.054538165,0.054422262,0.054539218,0.054422262,0.054422262,0.054460122,0.133171767
"798",5525656,"Cairo (and vicinity), Egypt",464,30.047343,31.229783,"Africa",0.058477838,0.058477838,0.058477838,0.058477838,0.069331252,0.058477838,0.058477838,0.058477838,0.063125903,0.058477838,0.058477838,0.072489033
"799",5525904,"Columbus (and vicinity), Ohio, United States of America",464,40.01689,-82.999881,"North America",0.073079065,0.059729672,0.064289311,0.067809079,0.074165726,0.059258215,0.056092721,0.06453838,0.064289311,0.056217008,0.056919043,0.141145536
"800",5526245,"Ho Chi Minh City (and vicinity), Vietnam",464,10.772959,106.696252,"Asia",0.056680089,0.056680089,0.056680089,0.056680089,0.057501904,0.056680089,0.056680089,0.056680089,0.056810714,0.056680089,0.056680089,0.097690136
"801",5526710,"Lima (and vicinity), Peru",464,-12.118291,-77.032915,"South America",0.059430165,0.059430165,0.059430165,0.059430165,0.081178047,0.059430165,0.059430165,0.059430165,0.059600369,0.059430165,0.074461428,0.089940319
"802",5527299,"Ottawa (and vicinity), Ontario, Canada",464,45.42039,-75.691303,"North America",0.052667182,0.052770312,0.057834283,0.052570202,0.070954451,0.067827635,0.052570202,0.053044024,0.061040517,0.055828919,0.052955292,0.108408036
"803",5527330,"Philadelphia (and vicinity), Pennsylvania, United States of America",464,39.951869,-75.168446,"North America",0.064633496,0.070954064,0.050828641,0.055399681,0.067950823,0.054897209,0.050516546,0.05059376,0.052350424,0.050672594,0.05637542,0.145677752
"804",5527485,"Salt Lake City (and vicinity), Utah, United States of America",464,40.75846,-111.897898,"North America",0.057186254,0.069258967,0.056278965,0.053482266,0.079690075,0.057224539,0.052163456,0.052219498,0.110749349,0.059041387,0.054351435,0.107689815
"805",5527702,"St. Louis (and vicinity), Missouri, United States of America",464,38.632411,-90.306683,"North America",0.082243339,0.058841428,0.056221324,0.067095552,0.066752298,0.062035515,0.056221324,0.056555372,0.058029717,0.056513248,0.056822526,0.141997212
"806",5527919,"Vienna (and vicinity), Austria",464,48.204845,16.3684,"Europe",0.054471315,0.054471315,0.062810973,0.059195667,0.058099944,0.054471315,0.054471315,0.054471315,0.062919074,0.054525365,0.054471315,0.082433838
"807",5528229,"Amsterdam North, Amsterdam, Netherlands",774,52.40174,4.939899,"Europe",0.064396786,0.064396786,0.064396786,0.064396786,0.06673078,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.064396786,0.065563783
"808",5528260,"Zwanenburg, Netherlands",557,52.37347,4.734284,"Europe",0.064922805,0.064922805,0.064922805,0.064922805,0.067861389,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805,0.064922805
"809",5532259,"Schaerbeek, Brussels, Belgium",557,50.86366,4.384869,"Europe",0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.064069091,0.084024556
"810",5537467,"Giza, Egypt",557,30.02896,31.16666,"Africa",0.061575204,0.061575204,0.061575204,0.061575204,0.070703199,0.061575204,0.061575204,0.061575204,0.061955707,0.061575204,0.061575204,0.07541109
"811",5538459,"Masala, Kirkkonummi, Finland",557,60.15644,24.54277,"Europe",0.066654912,0.066654912,0.069391638,0.066654912,0.069391638,0.066654912,0.066654912,0.066654912,0.069391638,0.066654912,0.066654912,0.069391638
"812",5540133,"Marseille, France",557,43.28547,5.407868,"Europe",0.058587897,0.058587897,0.058587897,0.072536448,0.061712207,0.058587897,0.058587897,0.058587897,0.058771679,0.058771679,0.058587897,0.079234227
"813",5542272,"Mitte, Berlin, Germany",774,52.53201,13.36793,"Europe",0.054663861,0.061093127,0.054663861,0.061093617,0.06260441,0.061093127,0.054663861,0.054663876,0.054743403,0.054663861,0.054663861,0.083345531
"814",5542892,"Dachau, Germany",557,48.26834,11.43974,"Europe",0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097,0.065086097
"815",5543016,"Ismaning, Germany",557,48.24029,11.70492,"Europe",0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515,0.066466515
"816",5543295,"Schwalbach am Taunus, Germany",557,50.15192,8.531521,"Europe",0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541
"817",5543698,"Niederrad, Frankfurt, Germany",774,50.08005,8.63847,"Europe",0.064647119,0.064647119,0.064647119,0.064647119,0.072303249,0.064647119,0.064647119,0.064647119,0.064647119,0.064647119,0.06643531,0.074242782
"818",5544473,"Giesing, Munich, Germany",557,48.11365,11.58232,"Europe",0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.06396451,0.072268479
"819",5547015,"Ballygunge, Kolkata, India",557,22.5235,88.368,"Asia",0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.065562926,0.071080345
"820",5553928,"Yodogawa, Osaka, Japan",557,34.72815,135.4812,"Asia",0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.065069485,0.066625518
"821",5554548,"Koto, Tokyo, Japan",557,35.63913,139.8122,"Asia",0.059809746,0.059809746,0.059809746,0.059809746,0.060713089,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.059809746,0.076991607
"822",5555478,"Machida, Japan",557,35.57602,139.4312,"Asia",0.070673434,0.070673434,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.06607872,0.073396357,0.07799107
"823",5556594,"Nairobi Upper Hill, Nairobi, Kenya",557,-1.300335,36.81602,"Africa",0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.065463941,0.096934326
"824",5558020,"Texcoco de Mora, Mexico, Estado de, Mexico",557,19.53722,-98.88818,"South America",0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541,0.067030541
"825",5560345,"El Granada, Half Moon Bay, California, United States of America",557,37.50105,-122.4734,"North America",0.066873647,0.056433218,0.056433218,0.056433218,0.070426408,0.056433218,0.056433218,0.058897874,0.056433218,0.056433218,0.061852234,0.070111274
"826",5563383,"Jozefow, Poland",557,52.13575,21.21391,"Europe",0.065694198,0.065694198,0.065694198,0.065694198,0.08597941,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.065694198,0.080081486
"827",5565181,"Camden Town, London, England, United Kingdom",774,51.54515,-0.140778,"Europe",0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.061302887,0.062635332
"828",5565212,"Holborn, London, England, United Kingdom",557,51.51716,-0.115896,"Europe",0.055007908,0.055007908,0.055007908,0.055007908,0.057446932,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.055007908,0.078947988
"829",5565274,"East End, London, England, United Kingdom",557,51.51286,-0.056894,"Europe",0.060329722,0.060329722,0.060329722,0.067366562,0.061662522,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.060329722,0.074384518
"830",5565491,"Hammersmith, London, England, United Kingdom",557,51.49247,-0.227542,"Europe",0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.060498748,0.078006012
"831",5565925,"Shoreditch, London, England, United Kingdom",557,51.52715,-0.077365,"Europe",0.063468328,0.063468328,0.068014817,0.063468328,0.063468328,0.063468328,0.063468328,0.063468328,0.068014817,0.063468328,0.063468328,0.068014817
"832",5566018,"Brent, England, United Kingdom",557,51.55851,-0.267026,"Europe",0.060304132,0.060304132,0.060304132,0.078212401,0.061200832,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.060304132,0.093170874
"833",5571722,"Poblenou, Barcelona, Spain",774,41.39961,2.202711,"Europe",0.057852702,0.057852702,0.057852702,0.059114052,0.060585502,0.057852702,0.057852702,0.057852702,0.057852702,0.057852702,0.057852702,0.075441708
"834",5571753,"Les Corts, Barcelona, Spain",774,41.38654,2.118925,"Europe",0.061849101,0.061849101,0.061849101,0.081866265,0.064294239,0.061849101,0.061849101,0.061849101,0.061849101,0.061849101,0.06529425,0.100286464
"835",5572249,"El Prat de Llobregat, Spain",557,41.30865,2.100285,"Europe",0.054040504,0.054040504,0.054040504,0.054040504,0.056554962,0.054040504,0.054040504,0.057691988,0.054040504,0.054040504,0.057851599,0.093248904
"836",5573117,"Martorell, Spain",557,41.47837,1.917331,"Europe",0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863,0.066344863
"837",5573303,"Chamartin, Madrid, Spain",774,40.47253,-3.683202,"Europe",0.064198118,0.064198118,0.064198118,0.065764114,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.064198118,0.065906703,0.083268683
"838",5573830,"Sodermalm, Stockholm, Sweden",774,59.31421,18.06093,"Europe",0.056717682,0.056717682,0.057512153,0.080619542,0.084591895,0.080619542,0.056717682,0.056717682,0.081414013,0.057512153,0.080619542,0.088979208
"839",5577643,"Haywards Heath, England, United Kingdom",557,51.02271,-0.12382,"Europe",0.065038599,0.065038599,0.065038599,0.065038599,0.066295828,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599,0.065038599
"840",5577736,"Lionville, Exton, Pennsylvania, United States of America",557,40.05777,-75.65508,"North America",0.064464751,0.064464751,0.064464751,0.064464751,0.065819765,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.064464751,0.086359204
"841",5578170,"Brooklyn, Baltimore, Maryland, United States of America",557,39.22777,-76.61606,"North America",0.077939649,0.062697494,0.062697494,0.062697494,0.064203065,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.062697494,0.130893744
"842",5578294,"Puerto Nuevo, Baja California Norte, Mexico",557,32.25043,-116.9268,"South America",0.061959441,0.061959441,0.061959441,0.061959441,0.068531137,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.061959441,0.089832933
"843",5578821,"South Fork, Colorado, United States of America",557,37.66252,-106.6261,"North America",0.062740289,0.062740289,0.063671735,0.062740289,0.073807676,0.062740289,0.062740289,0.062740289,0.113780381,0.068270369,0.062740289,0.078063771
"844",5579379,"Manarola, Riomaggiore, Italy",557,44.10714,9.731577,"Europe",0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324,0.065982324
"845",5579999,"Christchurch (and vicinity), New Zealand",464,-43.52654,172.628887,"Australia",0.057980652,0.057980652,0.057980652,0.057980652,0.078690241,0.063311404,0.057980652,0.057980652,0.072448504,0.069866859,0.057980652,0.084296394
"846",5580030,"Charleston (and vicinity), South Carolina, United States of America",464,32.790041,-79.965502,"North America",0.0569674,0.05764403,0.055264421,0.055575055,0.06988094,0.055264421,0.055264421,0.056061661,0.055440651,0.055264421,0.057831281,0.088344863
"847",5580061,"Cologne (and vicinity), Germany",464,50.940118,6.957741,"Europe",0.058652749,0.058652749,0.058652749,0.058882292,0.062226591,0.058652749,0.058652749,0.058652749,0.058652749,0.058652749,0.058654221,0.067212643
"848",5580309,"Jackson Hole (and vicinity), Wyoming, United States of America",464,43.480727,-110.76866,"North America",0.054693772,0.054707449,0.068903043,0.058638305,0.066469033,0.054693772,0.054693772,0.054693772,0.152384815,0.066726688,0.054693772,0.080957102
"849",5580836,"Sao Paulo (and vicinity), Brazil",464,-23.565021,-46.660398,"South America",0.06320414,0.06320414,0.06320414,0.06574277,0.064161455,0.06320414,0.06320414,0.06320414,0.06320414,0.06320414,0.06369042,0.095133034
"850",5580898,"Seville (province), Spain",464,37.387518,-5.989746,"Europe",0.062611084,0.062611084,0.062611084,0.063296079,0.064366864,0.062611084,0.062611084,0.062611084,0.062611084,0.062611084,0.062650058,0.069134161
"851",5581270,"Newport (and vicinity), Rhode Island, United States of America",464,41.491128,-71.31133,"North America",0.053676292,0.053676381,0.053999342,0.053676292,0.074485915,0.053922359,0.053676292,0.053676292,0.053676292,0.053676292,0.05415123,0.088159751
"852",5581766,"Steamboat Springs (ski area), Colorado, United States of America",464,40.45619,-106.8158,"North America",0.063572169,0.060928313,0.070030694,0.060928313,0.071543645,0.060928313,0.060928313,0.060928313,0.192551164,0.070922478,0.061099589,0.079794574
"853",5582076,"Cinque Terre, Italy",774,44.12726,9.697784,"Europe",0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996,0.059964996
"854",5582386,"Maui Island, Hawaii, United States of America",464,20.917456,-156.666922,"North America",0.048625647,0.049405267,0.048419289,0.048428781,0.096067225,0.048419289,0.048419289,0.049920878,0.053369616,0.048419289,0.048422595,0.076988117
"855",5582975,"Caribbean Coast, Costa Rica",464,9.738702,-82.850297,"South America",0.058565949,0.058565949,0.058565949,0.058565949,0.05887702,0.058565949,0.058565949,0.058565949,0.058565949,0.058565949,0.059066076,0.069003725
"856",5584370,"Puerto Morelos, Quintana Roo, Mexico",557,20.88733,-86.92525,"South America",0.049025967,0.04846901,0.048390222,0.048396808,0.052652828,0.048390222,0.048390222,0.048390222,0.048390222,0.048390222,0.049283254,0.071650237
"857",5584866,"Grand Canyon Village (South Rim), Grand Canyon, Arizona, United States of America",774,36.05375,-112.1291,"North America",0.058224403,0.058224403,0.058224403,0.058224403,0.058224403,0.058224403,0.058224403,0.058224403,0.064486961,0.064486961,0.058224403,0.064753002
